#Species A	Chromosome A	Start A	End A	Species B	Chromosome B	Start B	End B	Size	P value
Homo sapiens	8	76482732	78075079	Mus musculus	3	3508030	5576239	3	3.870E-10
Homo sapiens	8	79590891	82916990	Mus musculus	3	7366604	10440090	20	2.276E-67
Homo sapiens	8	85604112	86580945	Mus musculus	3	13776848	14900769	8	6.637E-30
Homo sapiens	8	346808	3258996	Mus musculus	8	13907803	17534974	9	1.764E-33
Homo sapiens	8	6251530	7791647	Mus musculus	8	18595173	19497775	8	2.124E-28
Homo sapiens	8	6883503	7925578	Mus musculus	8	22083372	23074775	5	6.394E-16
Homo sapiens	8	8212676	9677266	Mus musculus	8	35892233	37210841	5	1.665E-18
Homo sapiens	8	12623777	17986787	Mus musculus	8	37279118	42460003	19	2.886E-65
Homo sapiens	8	18111895	20205754	Mus musculus	8	70047753	71664852	9	3.528E-33
Homo sapiens	8	29249539	33577043	Mus musculus	8	32200134	35882948	19	2.886E-65
Homo sapiens	8	35521452	43176122	Mus musculus	8	23573095	30329810	54	1.341E-148
Homo sapiens	8	97311911	97415950	Mus musculus	13	67001556	67098944	3	7.741E-10
Homo sapiens	8	48336095	49996852	Mus musculus	16	14705945	16146944	6	3.932E-22
Homo sapiens	8	97575058	111056135	Mus musculus	15	32850478	44946373	54	5.364E-148
Homo sapiens	8	116489900	128822853	Mus musculus	15	50491997	61821907	46	5.457E-132
Homo sapiens	8	130829625	136729020	Mus musculus	15	63607526	68923942	17	2.287E-59
Homo sapiens	8	139211448	146252219	Mus musculus	15	71276333	76781159	82	1.241E-197
Homo sapiens	8	51469311	56601262	Mus musculus	1	3206103	8794052	14	3.879E-50
Homo sapiens	8	67503817	76109346	Mus musculus	1	9535539	17756288	37	1.496E-111
Homo sapiens	8	56813874	62789560	Mus musculus	4	3476418	9596491	21	5.497E-71
Homo sapiens	8	63324187	64161152	Mus musculus	4	19935391	20705462	3	3.870E-10
Homo sapiens	8	87180249	97242196	Mus musculus	4	9771519	19849647	38	7.114E-114
Homo sapiens	8	9949189	12220196	Mus musculus	14	63616914	65074740	18	4.868E-62
Homo sapiens	8	21593812	29176560	Mus musculus	14	65271368	71379645	68	2.826E-175
Homo sapiens	14	24348702	26136800	Mus musculus	12	45953473	47919738	2	1.311E-5
Homo sapiens	14	28304801	38971371	Mus musculus	12	50483994	60320466	47	1.589E-133
Homo sapiens	14	44436257	47213703	Mus musculus	12	66018898	68322236	8	6.637E-30
Homo sapiens	14	49135165	51267192	Mus musculus	12	70269801	72003219	20	3.793E-68
Homo sapiens	14	57736586	81069886	Mus musculus	12	72038883	93087597	164	1.360E-305
Homo sapiens	14	87469113	96417703	Mus musculus	12	99440514	107313605	66	2.495E-171
Homo sapiens	14	98705377	106354271	Mus musculus	12	109148613	117238672	78	8.637E-184
Homo sapiens	14	19285427	24173313	Mus musculus	14	50513935	56881094	145	2.931E-272
Homo sapiens	14	20222609	20494434	Mus musculus	14	44396435	44681194	2	2.623E-4
Homo sapiens	14	51396800	51606295	Mus musculus	14	20570479	20796206	3	3.870E-10
Homo sapiens	14	51804181	57688600	Mus musculus	14	45470910	50403048	34	3.861E-104
Homo sapiens	2	108432063	110665189	Mus musculus	10	57718274	58689179	8	1.327E-29
Homo sapiens	21	44016826	46909291	Mus musculus	10	75669967	77890364	36	1.660E-109
Homo sapiens	12	53628069	58461674	Mus musculus	10	124663520	129801167	103	1.700E-229
Homo sapiens	12	60940454	71345688	Mus musculus	10	113836082	122634017	54	1.341E-148
Homo sapiens	12	73720163	84967646	Mus musculus	10	101621713	111903360	32	7.082E-100
Homo sapiens	12	86897947	106694525	Mus musculus	10	82082603	100081025	95	1.900E-218
Homo sapiens	19	232048	4175502	Mus musculus	10	78989174	81110352	115	8.853E-247
Homo sapiens	19	14812760	15097577	Mus musculus	10	78037792	78498502	8	1.327E-29
Homo sapiens	6	100939606	102624651	Mus musculus	10	48819266	50708958	3	3.870E-10
Homo sapiens	6	105282661	112682542	Mus musculus	10	38685383	45432085	55	4.014E-150
Homo sapiens	6	114285249	114490735	Mus musculus	10	36226625	36858693	3	3.870E-10
Homo sapiens	6	116369389	117096650	Mus musculus	10	33625291	34330134	13	6.028E-47
Homo sapiens	6	117180054	119712625	Mus musculus	10	51305226	53795542	15	2.866E-53
Homo sapiens	6	121442326	123172561	Mus musculus	10	55767975	57531636	6	3.932E-22
Homo sapiens	6	123358813	139737478	Mus musculus	10	17443032	33344575	73	7.238E-184
Homo sapiens	6	142438438	154873445	Mus musculus	10	3134304	14490389	55	2.676E-150
Homo sapiens	10	55232537	57791040	Mus musculus	10	72117637	74108817	2	1.311E-5
Homo sapiens	10	59625622	65054887	Mus musculus	10	66476432	70848631	22	8.742E-74
Homo sapiens	10	67349725	74526630	Mus musculus	10	58786116	64466415	57	1.484E-154
Homo sapiens	22	17141202	23377234	Mus musculus	10	74420222	75412391	24	4.144E-77
Homo sapiens	22	31113569	31784358	Mus musculus	10	85401382	85961641	5	1.665E-18
Homo sapiens	2	53750622	56466812	Mus musculus	11	28288815	31002704	19	2.886E-65
Homo sapiens	2	58127224	58322018	Mus musculus	11	26287084	26493631	2	1.311E-5
Homo sapiens	2	60531806	68547894	Mus musculus	11	16851378	24074123	38	1.423E-113
Homo sapiens	1	225982981	226749292	Mus musculus	11	58745794	59271975	15	2.866E-53
Homo sapiens	1	245530246	247119907	Mus musculus	11	58120572	59385240	11	3.678E-39
Homo sapiens	7	43872682	51351990	Mus musculus	11	5604329	12364862	41	5.196E-121
Homo sapiens	7	54577635	55242524	Mus musculus	11	16157727	16813896	3	3.870E-10
Homo sapiens	7	127893850	127930187	Mus musculus	11	104953533	105001706	2	5.246E-5
Homo sapiens	16	43010	171178	Mus musculus	11	32105474	32200873	7	1.896E-25
Homo sapiens	17	6007	20162931	Mus musculus	11	59476009	76512164	276	0.000E0
Homo sapiens	17	20268500	20599003	Mus musculus	11	84797944	86310049	2	1.311E-4
Homo sapiens	17	22645233	33179182	Mus musculus	11	76540104	84729850	118	1.999E-250
Homo sapiens	17	33605602	42873674	Mus musculus	11	97067176	104637689	205	0.000E0
Homo sapiens	17	44727485	57497425	Mus musculus	11	84771290	95633667	100	1.380E-225
Homo sapiens	17	57811646	65687755	Mus musculus	11	104953533	110936965	58	1.318E-155
Homo sapiens	17	67628756	78646005	Mus musculus	11	112643538	121578697	176	2.561E-317
Homo sapiens	5	130522883	134091500	Mus musculus	11	51505765	54683993	38	7.114E-114
Homo sapiens	5	150380409	154326698	Mus musculus	11	54716421	57993067	25	5.913E-82
Homo sapiens	5	155686345	162878904	Mus musculus	11	40492818	47392467	36	3.320E-109
Homo sapiens	5	167235568	173468785	Mus musculus	11	31259441	37049384	28	8.121E-90
Homo sapiens	5	177351842	180603508	Mus musculus	11	48613831	51464369	37	1.496E-111
Homo sapiens	22	27498702	30344534	Mus musculus	11	3031853	5442190	48	6.034E-136
Homo sapiens	15	20384869	20637877	Mus musculus	7	63049518	63274943	4	2.031E-14
Homo sapiens	15	21361547	21483570	Mus musculus	7	69493163	69564927	2	1.311E-5
Homo sapiens	15	22619887	26240890	Mus musculus	7	63305623	67149997	9	3.528E-33
Homo sapiens	15	27001141	30248525	Mus musculus	7	70243578	72516125	10	1.158E-36
Homo sapiens	15	78139076	83483380	Mus musculus	7	88006994	91827900	33	7.613E-102
Homo sapiens	15	86203986	89366837	Mus musculus	7	85337445	87948180	42	6.038E-123
Homo sapiens	15	89444519	92824636	Mus musculus	7	79222718	82453265	6	1.966E-22
Homo sapiens	15	94670543	100082168	Mus musculus	7	72789800	77511632	20	3.793E-68
Homo sapiens	15	49136093	49702259	Mus musculus	9	53871219	54349433	4	2.031E-14
Homo sapiens	15	49760842	76022146	Mus musculus	9	56266451	75531803	174	1.131E-315
Homo sapiens	15	76074383	78050698	Mus musculus	9	88583444	90165607	9	1.058E-32
Homo sapiens	15	19804548	19885172	Mus musculus	14	50901000	50940508	2	5.246E-5
Homo sapiens	2	95055156	97124309	Mus musculus	2	126929567	127482431	15	5.732E-53
Homo sapiens	2	110198738	113310827	Mus musculus	2	127530126	129196875	19	5.773E-65
Homo sapiens	2	113452077	113752958	Mus musculus	2	24008681	24331094	8	6.637E-30
Homo sapiens	2	138438278	139145717	Mus musculus	2	23176766	23904899	3	3.870E-10
Homo sapiens	2	140705466	144994386	Mus musculus	2	40450768	44972915	5	1.665E-18
Homo sapiens	2	148319067	188127464	Mus musculus	2	48669677	84316932	163	2.523E-305
Homo sapiens	1	52878	611897	Mus musculus	2	111318919	111654881	3	6.966E-9
Homo sapiens	9	122559075	126991886	Mus musculus	2	34660698	39081819	46	1.091E-131
Homo sapiens	9	128889449	140138897	Mus musculus	2	24459414	33103234	192	0.000E0
Homo sapiens	20	16351	25552621	Mus musculus	2	129512301	152337428	157	2.493E-298
Homo sapiens	20	29309128	57334441	Mus musculus	2	152343991	174609543	266	0.000E0
Homo sapiens	20	57585959	62389618	Mus musculus	2	177853680	181592155	61	5.525E-162
Homo sapiens	10	5943697	8157170	Mus musculus	2	9779049	11711948	14	3.879E-50
Homo sapiens	10	11099935	15453103	Mus musculus	2	3031496	7002253	31	2.102E-97
Homo sapiens	10	15599094	27571065	Mus musculus	2	12028287	23054156	47	1.589E-133
Homo sapiens	11	26309547	28311519	Mus musculus	2	108932457	110790529	11	2.299E-40
Homo sapiens	11	29988341	36637397	Mus musculus	2	101402262	107138661	42	6.038E-123
Homo sapiens	11	43290109	51372787	Mus musculus	2	88657330	94278304	60	2.159E-158
Homo sapiens	11	54891936	57353279	Mus musculus	2	84440228	89205018	59	1.308E-153
Homo sapiens	15	30694983	43770747	Mus musculus	2	112079998	122635281	126	3.187E-262
Homo sapiens	15	45797978	49085389	Mus musculus	2	123915705	126895550	23	2.432E-75
Homo sapiens	15	100163446	100285367	Mus musculus	2	111318919	111849341	5	9.991E-18
