# Download from ensembl database through its query tool BioMart.
# 'Symbol' is Ensembl Gene ID.
# 'ID' is the numeric form of 'Symbol'.
# 'Family' is not given in original file, and we define it on our own. 
# 'Orient' is not given.
# ID	Family	Sysmbol	Species	Chromosome	Orient	Start	End
102144	12538	ENSG00000102144	Homo sapiens	X	-	77246425	77268978
102145	5615	ENSG00000102145	Homo sapiens	X	-	48529906	48537660
102172	6873	ENSG00000102172	Homo sapiens	X	-	21868636	21922860
102174	2202	ENSG00000102174	Homo sapiens	X	-	21960842	22176397
102178	11533	ENSG00000102178	Homo sapiens	X	-	153365259	153368165
102181	888	ENSG00000102181	Homo sapiens	X	-	149685470	149817837
102189	15998	ENSG00000102189	Homo sapiens	12	-	91690417	91847238
102195	5413	ENSG00000102195	Homo sapiens	X	-	150095783	150100595
102218	10245	ENSG00000102218	Homo sapiens	X	-	46581319	46626737
102221	7748	ENSG00000102221	Homo sapiens	X	-	46656680	46805585
102225	15640	ENSG00000102225	Homo sapiens	X	-	46962576	46974336
102226	14905	ENSG00000102226	Homo sapiens	X	-	46977258	46992671
102230	8474	ENSG00000102230	Homo sapiens	X	-	24486125	24600715
102239	5608	ENSG00000102239	Homo sapiens	X	-	135397791	135402264
102241	11432	ENSG00000102241	Homo sapiens	X	-	135407337	135422135
102243	13866	ENSG00000102243	Homo sapiens	X	-	135441977	135466629
102245	9332	ENSG00000102245	Homo sapiens	X	-	135558002	135570215
102265	6142	ENSG00000102265	Homo sapiens	X	-	47326634	47331132
102271	15053	ENSG00000102271	Homo sapiens	X	-	86659425	86811706
102290	14265	ENSG00000102290	Homo sapiens	X	-	90920960	91764885
102302	15864	ENSG00000102302	Homo sapiens	X	-	54488614	54539324
102309	9043	ENSG00000102309	Homo sapiens	X	-	71318251	71334919
102312	4748	ENSG00000102312	Homo sapiens	X	-	48252307	48264359
102316	5114	ENSG00000102316	Homo sapiens	X	-	54850757	54859170
102317	4335	ENSG00000102317	Homo sapiens	X	-	48317780	48321742
102349	15500	ENSG00000102349	Homo sapiens	X	-	56275632	56328252
102359	7520	ENSG00000102359	Homo sapiens	X	-	99785819	99812950
102362	3360	ENSG00000102362	Homo sapiens	X	-	99816144	99873764
102383	13743	ENSG00000102383	Homo sapiens	X	-	74508786	74659600
102384	609	ENSG00000102384	Homo sapiens	X	-	100242082	100305326
102385	15625	ENSG00000102385	Homo sapiens	X	-	100361641	100402573
102387	13418	ENSG00000102387	Homo sapiens	X	-	100409898	100434701
102390	11438	ENSG00000102390	Homo sapiens	X	-	75309173	75314434
102393	2121	ENSG00000102393	Homo sapiens	X	-	100539435	100549657
102401	2453	ENSG00000102401	Homo sapiens	X	-	100764776	100769487
102409	11935	ENSG00000102409	Homo sapiens	X	-	102356702	102358729
102445	4499	ENSG00000102445	Homo sapiens	13	-	45815100	45862148
102452	5293	ENSG00000102452	Homo sapiens	13	-	100504131	100866814
102466	14486	ENSG00000102466	Homo sapiens	13	-	101173036	101852029
102468	8776	ENSG00000102468	Homo sapiens	13	-	46305514	46368176
102471	6201	ENSG00000102471	Homo sapiens	13	-	78953340	79028211
102524	11674	ENSG00000102524	Homo sapiens	13	-	107719978	107757366
102531	15951	ENSG00000102531	Homo sapiens	13	-	48448049	48681915
102543	8796	ENSG00000102543	Homo sapiens	13	-	48720099	48765619
102547	9577	ENSG00000102547	Homo sapiens	13	-	48780790	48916200
102554	4673	ENSG00000102554	Homo sapiens	13	-	72530931	72549654
102572	16482	ENSG00000102572	Homo sapiens	13	-	97900456	98027397
102575	1802	ENSG00000102575	Homo sapiens	19	-	11546477	11550766
102580	9110	ENSG00000102580	Homo sapiens	13	-	95127412	95241302
102595	2983	ENSG00000102595	Homo sapiens	13	-	95251839	95503662
102606	10812	ENSG00000102606	Homo sapiens	13	-	110565783	110756079
102678	14520	ENSG00000102678	Homo sapiens	13	-	21143875	21174187
102683	10007	ENSG00000102683	Homo sapiens	13	-	22653091	22797304
102699	5490	ENSG00000102699	Homo sapiens	13	-	23893075	23984948
102710	10987	ENSG00000102710	Homo sapiens	13	-	36481453	36531850
102738	11435	ENSG00000102738	Homo sapiens	13	-	40201440	40243309
102743	8279	ENSG00000102743	Homo sapiens	13	-	40261597	40282246
102753	5728	ENSG00000102753	Homo sapiens	13	-	49171463	49265058
102755	14078	ENSG00000102755	Homo sapiens	13	-	27773790	27967232
102760	10608	ENSG00000102760	Homo sapiens	13	-	40929695	40943018
102763	2684	ENSG00000102763	Homo sapiens	13	-	41038961	41433256
102780	3086	ENSG00000102780	Homo sapiens	13	-	41520889	41701888
102781	3749	ENSG00000102781	Homo sapiens	13	-	29674768	29779584
102786	1972	ENSG00000102786	Homo sapiens	13	-	50833702	50925276
102794	1313	ENSG00000102794	Homo sapiens	13	-	76420633	76430778
102802	9378	ENSG00000102802	Homo sapiens	13	-	30378328	30397678
102804	4730	ENSG00000102804	Homo sapiens	13	-	43905661	44048701
102805	10484	ENSG00000102805	Homo sapiens	13	-	76462796	76474652
102837	2100	ENSG00000102837	Homo sapiens	13	-	52500960	52524187
102854	10209	ENSG00000102854	Homo sapiens	16	-	752638	758866
102858	11413	ENSG00000102858	Homo sapiens	16	-	4614854	4680972
102870	16293	ENSG00000102870	Homo sapiens	16	-	30697279	30705990
102871	8045	ENSG00000102871	Homo sapiens	16	-	65745594	65751313
102878	13572	ENSG00000102878	Homo sapiens	16	-	65754858	65761349
102879	15218	ENSG00000102879	Homo sapiens	16	-	30102415	30107897
102882	15586	ENSG00000102882	Homo sapiens	16	-	30032928	30042131
102886	10278	ENSG00000102886	Homo sapiens	16	-	30023633	30032379
102890	13105	ENSG00000102890	Homo sapiens	16	-	65790515	65795433
102891	13496	ENSG00000102891	Homo sapiens	16	-	55156462	55160370
102893	14369	ENSG00000102893	Homo sapiens	16	-	46052739	46291657
102897	2019	ENSG00000102897	Homo sapiens	16	-	20819927	20843827
102898	2412	ENSG00000102898	Homo sapiens	16	-	66438349	66463934
102900	1213	ENSG00000102900	Homo sapiens	16	-	55321573	55436177
102901	1235	ENSG00000102901	Homo sapiens	16	-	66419565	66425300
102904	10900	ENSG00000102904	Homo sapiens	16	-	66398511	66419471
102908	6664	ENSG00000102908	Homo sapiens	16	-	68156498	68296054
102910	10893	ENSG00000102910	Homo sapiens	16	-	46835712	46944908
102921	2920	ENSG00000102921	Homo sapiens	16	-	47130140	47201621
102924	3100	ENSG00000102924	Homo sapiens	16	-	47870202	47873193
102931	13249	ENSG00000102931	Homo sapiens	16	-	55836539	55845046
102934	14694	ENSG00000102934	Homo sapiens	16	-	55847511	55876072
102935	15922	ENSG00000102935	Homo sapiens	16	-	48082023	48418419
102962	6866	ENSG00000102962	Homo sapiens	16	-	55950219	55957600
102967	9084	ENSG00000102967	Homo sapiens	16	-	70600144	70616455
102970	6964	ENSG00000102970	Homo sapiens	16	-	55996180	56007475
102974	16190	ENSG00000102974	Homo sapiens	16	-	66153965	66230584
102977	12158	ENSG00000102977	Homo sapiens	16	-	66248937	66252147
102978	8795	ENSG00000102978	Homo sapiens	16	-	56054052	56063422
102981	8957	ENSG00000102981	Homo sapiens	16	-	66252352	66254181
102984	9240	ENSG00000102984	Homo sapiens	16	-	70451090	70475551
102996	14826	ENSG00000102996	Homo sapiens	16	-	56616783	56638303
103005	9200	ENSG00000103005	Homo sapiens	16	-	56592806	56613022
103018	13894	ENSG00000103018	Homo sapiens	16	-	68015999	68057668
103021	12856	ENSG00000103021	Homo sapiens	16	-	56841364	56875233
103023	535	ENSG00000103023	Homo sapiens	16	-	56871403	56886444
103024	14560	ENSG00000103024	Homo sapiens	16	-	1760323	1761711
103034	7112	ENSG00000103034	Homo sapiens	16	-	57055118	57105024
103035	10433	ENSG00000103035	Homo sapiens	16	-	72888182	72897685
103037	2553	ENSG00000103037	Homo sapiens	16	-	57106928	57111051
103042	6748	ENSG00000103042	Homo sapiens	16	-	57257799	57276175
103043	851	ENSG00000103043	Homo sapiens	16	-	69278845	69392572
103044	13487	ENSG00000103044	Homo sapiens	16	-	67697661	67710102
103047	8667	ENSG00000103047	Homo sapiens	16	-	67435010	67676584
103051	8709	ENSG00000103051	Homo sapiens	16	-	69071976	69114958
103056	1103	ENSG00000103056	Homo sapiens	16	-	66949733	67039905
103061	10538	ENSG00000103061	Homo sapiens	16	-	66892021	66902350
103064	5271	ENSG00000103064	Homo sapiens	16	-	66855924	66893223
103066	8886	ENSG00000103066	Homo sapiens	16	-	66836748	66852460
103067	13475	ENSG00000103067	Homo sapiens	16	-	66819951	66827637
103089	9682	ENSG00000103089	Homo sapiens	16	-	73304359	73366224
103091	12986	ENSG00000103091	Homo sapiens	16	-	73464975	73576518
103111	9781	ENSG00000103111	Homo sapiens	16	-	75782337	75791042
103121	18	ENSG00000103121	Homo sapiens	16	-	79567206	79597997
103126	7058	ENSG00000103126	Homo sapiens	16	-	277441	342465
103145	8276	ENSG00000103145	Homo sapiens	16	-	3012627	3014288
103148	8906	ENSG00000103148	Homo sapiens	16	-	75800	128669
103150	9125	ENSG00000103150	Homo sapiens	16	-	82490231	82507286
103152	5922	ENSG00000103152	Homo sapiens	16	-	67018	75839
103154	10327	ENSG00000103154	Homo sapiens	16	-	82559738	82593878
103160	9552	ENSG00000103160	Homo sapiens	16	-	82713389	82736265
103168	9144	ENSG00000103168	Homo sapiens	16	-	82768965	82778163
103174	6531	ENSG00000103174	Homo sapiens	16	-	5014848	5023937
103175	4831	ENSG00000103175	Homo sapiens	16	-	82885822	82920888
103184	8210	ENSG00000103184	Homo sapiens	16	-	4948319	5009154
103187	1091	ENSG00000103187	Homo sapiens	16	-	83156738	83209203
103194	14963	ENSG00000103194	Homo sapiens	16	-	83291050	83371026
103196	4573	ENSG00000103196	Homo sapiens	16	-	83411113	83500614
103197	987	ENSG00000103197	Homo sapiens	16	-	2037991	2078713
103200	14549	ENSG00000103200	Homo sapiens	16	-	386726	390754
103202	3796	ENSG00000103202	Homo sapiens	16	-	391859	402487
103222	15073	ENSG00000103222	Homo sapiens	16	-	15950935	16144429
103226	729	ENSG00000103226	Homo sapiens	16	-	16233953	16296168
103227	9663	ENSG00000103227	Homo sapiens	16	-	843639	960985
103241	14295	ENSG00000103241	Homo sapiens	16	-	85101634	85105570
103245	10133	ENSG00000103245	Homo sapiens	16	-	719772	730998
103248	322	ENSG00000103248	Homo sapiens	16	-	85121284	85157509
103249	3414	ENSG00000103249	Homo sapiens	16	-	1435346	1465582
103253	8363	ENSG00000103253	Homo sapiens	16	-	716959	737296
103254	707	ENSG00000103254	Homo sapiens	16	-	710582	712590
103257	5303	ENSG00000103257	Homo sapiens	16	-	86421131	86460615
103260	11446	ENSG00000103260	Homo sapiens	16	-	705174	707479
103264	540	ENSG00000103264	Homo sapiens	16	-	85920445	85974877
103266	5288	ENSG00000103266	Homo sapiens	16	-	670116	672768
103269	2549	ENSG00000103269	Homo sapiens	16	-	665792	668268
103274	11661	ENSG00000103274	Homo sapiens	16	-	10745199	10770709
103275	3344	ENSG00000103275	Homo sapiens	16	-	1299181	1315391
103310	4485	ENSG00000103310	Homo sapiens	16	-	21116274	21130369
103313	5307	ENSG00000103313	Homo sapiens	16	-	3232029	3246628
103316	9263	ENSG00000103316	Homo sapiens	16	-	21177343	21221873
103319	11999	ENSG00000103319	Homo sapiens	16	-	22125093	22207567
103326	14003	ENSG00000103326	Homo sapiens	16	-	517857	544635
103335	3030	ENSG00000103335	Homo sapiens	16	-	87302916	87330317
103342	3409	ENSG00000103342	Homo sapiens	16	-	11874040	11917313
103343	4889	ENSG00000103343	Homo sapiens	16	-	3391245	3399361
103351	6553	ENSG00000103351	Homo sapiens	16	-	3490964	3526582
103353	10369	ENSG00000103353	Homo sapiens	16	-	23475893	23493211
103355	13926	ENSG00000103355	Homo sapiens	16	-	2773955	2777451
103356	8542	ENSG00000103356	Homo sapiens	16	-	23440839	23476172
103363	10816	ENSG00000103363	Homo sapiens	16	-	2761417	2767298
103365	3154	ENSG00000103365	Homo sapiens	16	-	23383145	23429309
103375	5048	ENSG00000103375	Homo sapiens	16	-	25135784	25147752
103381	11730	ENSG00000103381	Homo sapiens	16	-	12664438	12805229
103415	9379	ENSG00000103415	Homo sapiens	16	-	4466381	4500302
103423	11445	ENSG00000103423	Homo sapiens	16	-	4415883	4446774
103426	15303	ENSG00000103426	Homo sapiens	16	-	4330254	4406589
103429	6262	ENSG00000103429	Homo sapiens	16	-	14634297	14670193
103449	15791	ENSG00000103449	Homo sapiens	16	-	49727387	49742684
103460	13544	ENSG00000103460	Homo sapiens	16	-	51029426	51138136
103479	5246	ENSG00000103479	Homo sapiens	16	-	52025862	52083060
103485	7723	ENSG00000103485	Homo sapiens	16	-	29597938	29616806
103489	3484	ENSG00000103489	Homo sapiens	16	-	17103682	17472239
103490	4370	ENSG00000103490	Homo sapiens	16	-	31120310	31121752
103494	1601	ENSG00000103494	Homo sapiens	16	-	52191325	52295272
103495	12424	ENSG00000103495	Homo sapiens	16	-	29725356	29730003
103496	6097	ENSG00000103496	Homo sapiens	16	-	30951917	30958985
103502	2005	ENSG00000103502	Homo sapiens	16	-	29777180	29782556
103507	1391	ENSG00000103507	Homo sapiens	16	-	31024929	31031611
103510	15595	ENSG00000103510	Homo sapiens	16	-	31036488	31050206
103512	729	ENSG00000103512	Homo sapiens	16	-	14835138	14897514
103522	3291	ENSG00000103522	Homo sapiens	16	-	27321224	27369616
103528	15763	ENSG00000103528	Homo sapiens	16	-	19074715	19186055
103534	8224	ENSG00000103534	Homo sapiens	16	-	19329546	19417936
103540	249	ENSG00000103540	Homo sapiens	16	-	19442709	19472231
103544	755	ENSG00000103544	Homo sapiens	16	-	19474541	19619943
103546	15299	ENSG00000103546	Homo sapiens	16	-	54248057	54296685
103549	7558	ENSG00000103549	Homo sapiens	16	-	30681131	30694037
103550	1751	ENSG00000103550	Homo sapiens	16	-	19625224	19637057
103569	5063	ENSG00000103569	Homo sapiens	15	-	56217771	56265401
103591	10549	ENSG00000103591	Homo sapiens	15	-	65280425	65334038
103599	12141	ENSG00000103599	Homo sapiens	15	-	65334221	65581193
103642	7270	ENSG00000103642	Homo sapiens	15	-	61201072	61221305
103647	15261	ENSG00000103647	Homo sapiens	15	-	66658362	66807199
103653	14088	ENSG00000103653	Homo sapiens	15	-	72861768	72882557
103657	16376	ENSG00000103657	Homo sapiens	15	-	61687871	61913140
103671	13042	ENSG00000103671	Homo sapiens	15	-	62467073	62534530
103707	9527	ENSG00000103707	Homo sapiens	15	-	63081904	63109018
103710	4037	ENSG00000103710	Homo sapiens	15	-	63132732	63147441
103723	4610	ENSG00000103723	Homo sapiens	15	-	81125089	81175689
103740	9709	ENSG00000103740	Homo sapiens	15	-	76246865	76313913
103742	12934	ENSG00000103742	Homo sapiens	15	-	63460878	63502463
103769	14839	ENSG00000103769	Homo sapiens	15	-	63948850	63968846
103811	4753	ENSG00000103811	Homo sapiens	15	-	77001162	77024475
103852	10004	ENSG00000103852	Homo sapiens	15	-	97494051	97608945
103855	4248	ENSG00000103855	Homo sapiens	15	-	71763675	71793903
103876	6785	ENSG00000103876	Homo sapiens	15	-	78232217	78265745
103888	2928	ENSG00000103888	Homo sapiens	15	-	78858767	79031172
103932	12638	ENSG00000103932	Homo sapiens	15	-	39596669	39623756
103942	10333	ENSG00000103942	Homo sapiens	15	-	81314792	81412481
103966	5479	ENSG00000103966	Homo sapiens	15	-	39978933	40052038
103978	1720	ENSG00000103978	Homo sapiens	15	-	40290041	40352923
103994	9757	ENSG00000103994	Homo sapiens	15	-	40492314	40537022
103995	1312	ENSG00000103995	Homo sapiens	15	-	46817428	46890562
104043	14681	ENSG00000104043	Homo sapiens	15	-	47937727	48198711
104044	44	ENSG00000104044	Homo sapiens	15	-	25673628	26018061
104047	11472	ENSG00000104047	Homo sapiens	15	-	47700576	47723151
104055	5840	ENSG00000104055	Homo sapiens	15	-	41312648	41346347
104059	548	ENSG00000104059	Homo sapiens	15	-	27199749	27276047
104064	10661	ENSG00000104064	Homo sapiens	15	-	48356681	48434687
104067	3281	ENSG00000104067	Homo sapiens	15	-	27778863	27901998
104081	1505	ENSG00000104081	Homo sapiens	15	-	38167386	38188367
104093	4919	ENSG00000104093	Homo sapiens	15	-	49527229	49702259
104112	5795	ENSG00000104112	Homo sapiens	15	-	49760842	49800514
104129	1361	ENSG00000104129	Homo sapiens	15	-	38847363	38886954
104133	3036	ENSG00000104133	Homo sapiens	15	-	42642187	42743168
104140	15183	ENSG00000104140	Homo sapiens	15	-	38951733	38953779
104142	597	ENSG00000104142	Homo sapiens	15	-	38973920	38983464
104147	6241	ENSG00000104147	Homo sapiens	15	-	39388762	39412111
104154	10233	ENSG00000104154	Homo sapiens	15	-	43561974	43602294
104164	5311	ENSG00000104164	Homo sapiens	15	-	43666709	43689200
104177	4173	ENSG00000104177	Homo sapiens	15	-	46219719	46257842
104205	15565	ENSG00000104205	Homo sapiens	8	-	67787445	67936800
104213	7027	ENSG00000104213	Homo sapiens	8	-	17478443	17545655
104218	7923	ENSG00000104218	Homo sapiens	8	-	68139157	68271048
104219	13765	ENSG00000104219	Homo sapiens	8	-	17058402	17124612
104221	60	ENSG00000104221	Homo sapiens	8	-	37820563	37826580
104228	5242	ENSG00000104228	Homo sapiens	8	-	27198321	27224751
104231	8936	ENSG00000104231	Homo sapiens	8	-	82776513	82796085
104237	4802	ENSG00000104237	Homo sapiens	8	-	55691180	55705947
104267	9909	ENSG00000104267	Homo sapiens	8	-	86563433	86580945
104290	7635	ENSG00000104290	Homo sapiens	8	-	28407692	28477878
104299	215	ENSG00000104299	Homo sapiens	8	-	28681099	28803400
104312	16150	ENSG00000104312	Homo sapiens	8	-	90839110	90872433
104313	13391	ENSG00000104313	Homo sapiens	8	-	72272222	72437021
104320	10832	ENSG00000104320	Homo sapiens	8	-	91014740	91066075
104321	9231	ENSG00000104321	Homo sapiens	8	-	73096040	73150373
104324	10810	ENSG00000104324	Homo sapiens	8	-	97726675	98224894
104325	4238	ENSG00000104325	Homo sapiens	8	-	91082756	91133403
104327	13655	ENSG00000104327	Homo sapiens	8	-	91140014	91164283
104331	496	ENSG00000104331	Homo sapiens	8	-	58037822	58068957
104332	2882	ENSG00000104332	Homo sapiens	8	-	41238640	41286149
104341	2323	ENSG00000104341	Homo sapiens	8	-	98856461	98934002
104343	770	ENSG00000104343	Homo sapiens	8	-	74865396	74923937
104356	10280	ENSG00000104356	Homo sapiens	8	-	99199244	99239813
104361	10813	ENSG00000104361	Homo sapiens	8	-	99273563	99375797
104365	15357	ENSG00000104365	Homo sapiens	8	-	42247986	42309122
104368	4781	ENSG00000104368	Homo sapiens	8	-	42151912	42184351
104369	14211	ENSG00000104369	Homo sapiens	8	-	75309493	75396117
104371	10701	ENSG00000104371	Homo sapiens	8	-	42350744	42353832
104375	16089	ENSG00000104375	Homo sapiens	8	-	99536037	99907085
104381	13711	ENSG00000104381	Homo sapiens	8	-	75425173	75441888
104388	14847	ENSG00000104388	Homo sapiens	8	-	61592113	61696183
104408	6293	ENSG00000104408	Homo sapiens	8	-	109283162	109330170
104412	9362	ENSG00000104412	Homo sapiens	8	-	109525029	109568311
104413	13464	ENSG00000104413	Homo sapiens	8	-	95722262	95788868
104415	13541	ENSG00000104415	Homo sapiens	8	-	134272494	134310751
104419	7134	ENSG00000104419	Homo sapiens	8	-	134318596	134378680
104427	6825	ENSG00000104427	Homo sapiens	8	-	79740885	79792489
104432	798	ENSG00000104432	Homo sapiens	8	-	79807564	79880313
104435	12896	ENSG00000104435	Homo sapiens	8	-	80685916	80740868
104442	39	ENSG00000104442	Homo sapiens	8	-	66677630	66708986
104447	5387	ENSG00000104447	Homo sapiens	8	-	116489900	116750429
104450	9217	ENSG00000104450	Homo sapiens	8	-	101239439	101323306
104472	10266	ENSG00000104472	Homo sapiens	8	-	141590586	141596434
104490	6703	ENSG00000104490	Homo sapiens	8	-	102767947	103206311
104497	200	ENSG00000104497	Homo sapiens	8	-	82874377	82916990
104517	14190	ENSG00000104517	Homo sapiens	8	-	103334748	103493671
104518	2027	ENSG00000104518	Homo sapiens	8	-	144711631	144716375
104522	9808	ENSG00000104522	Homo sapiens	8	-	144765937	144770852
104524	313	ENSG00000104524	Homo sapiens	8	-	144757226	144762907
104529	9522	ENSG00000104529	Homo sapiens	8	-	144733041	144750726
104537	14740	ENSG00000104537	Homo sapiens	8	-	124762216	124818828
104549	698	ENSG00000104549	Homo sapiens	8	-	126079901	126103707
104611	743	ENSG00000104611	Homo sapiens	8	-	19215483	19297594
104613	9124	ENSG00000104613	Homo sapiens	8	-	19719198	19753864
104626	8413	ENSG00000104626	Homo sapiens	8	-	8897856	8928139
104635	14683	ENSG00000104635	Homo sapiens	8	-	22280737	22347462
104637	796	ENSG00000104637	Homo sapiens	8	-	10659885	10734796
104643	12518	ENSG00000104643	Homo sapiens	8	-	11179410	11223062
104660	190	ENSG00000104660	Homo sapiens	8	-	30072487	30085122
104671	9194	ENSG00000104671	Homo sapiens	8	-	30133355	30160601
104679	1093	ENSG00000104679	Homo sapiens	8	-	23201535	23209733
104687	1097	ENSG00000104687	Homo sapiens	8	-	30655126	30704894
104689	8108	ENSG00000104689	Homo sapiens	8	-	23104916	23138584
104691	10315	ENSG00000104691	Homo sapiens	8	-	30721232	30744064
104695	13783	ENSG00000104695	Homo sapiens	8	-	30762683	30789894
104714	9497	ENSG00000104714	Homo sapiens	8	-	604201	671226
104722	15902	ENSG00000104722	Homo sapiens	8	-	24827188	24832508
104723	10581	ENSG00000104723	Homo sapiens	8	-	15442101	15666527
104725	15555	ENSG00000104725	Homo sapiens	8	-	24864385	24870541
104728	13713	ENSG00000104728	Homo sapiens	8	-	1759549	1894206
104731	8321	ENSG00000104731	Homo sapiens	16	-	86298920	86357056
104738	14568	ENSG00000104738	Homo sapiens	8	-	49036047	49052621
104755	15116	ENSG00000104755	Homo sapiens	8	-	39720414	39814936
104760	14913	ENSG00000104760	Homo sapiens	8	-	17766169	17812154
104763	12516	ENSG00000104763	Homo sapiens	8	-	17958214	17986787
104774	9848	ENSG00000104774	Homo sapiens	19	-	12618322	12638828
104783	4022	ENSG00000104783	Homo sapiens	19	-	48962525	48977249
104804	2913	ENSG00000104804	Homo sapiens	19	-	54076041	54093802
104805	12951	ENSG00000104805	Homo sapiens	19	-	54095851	54118334
104808	10410	ENSG00000104808	Homo sapiens	19	-	54128751	54140038
104812	10890	ENSG00000104812	Homo sapiens	19	-	54163195	54188361
104814	6124	ENSG00000104814	Homo sapiens	19	-	43770121	43800483
104818	13110	ENSG00000104818	Homo sapiens	19	-	54226942	54228307
104823	11202	ENSG00000104823	Homo sapiens	19	-	43997908	44014337
104824	6139	ENSG00000104824	Homo sapiens	19	-	44018869	44034819
104825	5158	ENSG00000104825	Homo sapiens	19	-	44082455	44091371
104826	13110	ENSG00000104826	Homo sapiens	19	-	54211049	54212159
104827	13110	ENSG00000104827	Homo sapiens	19	-	54217940	54219444
104833	15379	ENSG00000104833	Homo sapiens	19	-	6445331	6453330
104835	11431	ENSG00000104835	Homo sapiens	19	-	44097751	44113376
104848	15185	ENSG00000104848	Homo sapiens	19	-	54262487	54268010
104852	4257	ENSG00000104852	Homo sapiens	19	-	54280277	54303681
104853	1852	ENSG00000104853	Homo sapiens	19	-	50150477	50188438
104856	5122	ENSG00000104856	Homo sapiens	19	-	50196539	50233292
104859	16459	ENSG00000104859	Homo sapiens	19	-	50234138	50266054
104863	12519	ENSG00000104863	Homo sapiens	19	-	54309393	54313529
104866	5314	ENSG00000104866	Homo sapiens	19	-	50288058	50342377
104870	3183	ENSG00000104870	Homo sapiens	19	-	54707432	54721400
104872	12392	ENSG00000104872	Homo sapiens	19	-	54641371	54646899
104879	11941	ENSG00000104879	Homo sapiens	19	-	50501512	50517974
104880	15440	ENSG00000104880	Homo sapiens	19	-	7351866	7443370
104881	1351	ENSG00000104881	Homo sapiens	19	-	50574741	50600136
104883	6875	ENSG00000104883	Homo sapiens	19	-	7447761	7459905
104884	10413	ENSG00000104884	Homo sapiens	19	-	50546086	50565675
104885	1645	ENSG00000104885	Homo sapiens	19	-	2115148	2181007
104886	5248	ENSG00000104886	Homo sapiens	19	-	2184155	2187319
104888	11003	ENSG00000104888	Homo sapiens	19	-	54624470	54636596
104889	11554	ENSG00000104889	Homo sapiens	19	-	12778428	12785462
104892	9114	ENSG00000104892	Homo sapiens	19	-	50535838	50546618
104894	15184	ENSG00000104894	Homo sapiens	19	-	54530489	54535671
104897	5116	ENSG00000104897	Homo sapiens	19	-	2187816	2199677
104899	871	ENSG00000104899	Homo sapiens	19	-	2200122	2203071
104901	149	ENSG00000104901	Homo sapiens	19	-	54558854	54570183
104903	3101	ENSG00000104903	Homo sapiens	19	-	13070848	13074681
104904	6975	ENSG00000104904	Homo sapiens	19	-	2220520	2224487
104907	1986	ENSG00000104907	Homo sapiens	19	-	13076716	13088332
104918	9410	ENSG00000104918	Homo sapiens	19	-	7639972	7641340
104921	13709	ENSG00000104921	Homo sapiens	19	-	7659663	7672997
104936	15596	ENSG00000104936	Homo sapiens	19	-	50964818	50977655
104941	9280	ENSG00000104941	Homo sapiens	19	-	50990809	51010417
104946	4703	ENSG00000104946	Homo sapiens	19	-	55072641	55083812
104951	7464	ENSG00000104951	Homo sapiens	19	-	55084728	55124608
104957	8302	ENSG00000104957	Homo sapiens	19	-	13719720	13735106
104960	12567	ENSG00000104960	Homo sapiens	19	-	55045950	55055802
104964	3299	ENSG00000104964	Homo sapiens	19	-	3003908	3014010
104967	9736	ENSG00000104967	Homo sapiens	19	-	51134631	51168497
104969	9204	ENSG00000104969	Homo sapiens	19	-	2705712	2734354
104972	11496	ENSG00000104972	Homo sapiens	19	-	59793304	59840791
104973	12577	ENSG00000104973	Homo sapiens	19	-	55013358	55033848
104974	11496	ENSG00000104974	Homo sapiens	19	-	59796925	59804352
104976	10974	ENSG00000104976	Homo sapiens	19	-	7891229	7904843
104979	9824	ENSG00000104979	Homo sapiens	19	-	13746257	13750582
104980	6294	ENSG00000104980	Homo sapiens	19	-	7897604	7914538
104983	9433	ENSG00000104983	Homo sapiens	19	-	51198108	51213485
104998	9535	ENSG00000104998	Homo sapiens	19	-	14003262	14025026
105011	902	ENSG00000105011	Homo sapiens	19	-	14091322	14108440
105048	166	ENSG00000105048	Homo sapiens	19	-	60336008	60352385
105053	2114	ENSG00000105053	Homo sapiens	19	-	55171538	55220617
105061	15718	ENSG00000105061	Homo sapiens	19	-	9223926	9238349
105063	9218	ENSG00000105063	Homo sapiens	19	-	60432960	60461739
105072	12721	ENSG00000105072	Homo sapiens	19	-	16468205	16493163
105085	12883	ENSG00000105085	Homo sapiens	19	-	16546718	16600015
105088	16092	ENSG00000105088	Homo sapiens	19	-	9825438	9908228
105122	7355	ENSG00000105122	Homo sapiens	19	-	15426073	15436377
105127	11106	ENSG00000105127	Homo sapiens	19	-	15325341	15351603
105131	7546	ENSG00000105131	Homo sapiens	19	-	15198731	15204231
105135	9239	ENSG00000105135	Homo sapiens	19	-	15086789	15097577
105137	5056	ENSG00000105137	Homo sapiens	19	-	15079214	15086789
105141	6534	ENSG00000105141	Homo sapiens	19	-	15024015	15027900
105143	12958	ENSG00000105143	Homo sapiens	19	-	14922007	14951505
105146	16091	ENSG00000105146	Homo sapiens	19	-	62434240	62438727
105171	635	ENSG00000105171	Homo sapiens	19	-	34785992	34798546
105173	8247	ENSG00000105173	Homo sapiens	19	-	34994741	35007056
105176	7054	ENSG00000105176	Homo sapiens	19	-	35106391	35198451
105185	7471	ENSG00000105185	Homo sapiens	19	-	37763944	37770162
105186	16013	ENSG00000105186	Homo sapiens	19	-	37779747	37857945
105197	6667	ENSG00000105197	Homo sapiens	19	-	44662892	44673368
105202	5185	ENSG00000105202	Homo sapiens	19	-	45016938	45028848
