#Species A	Chromosome A	Start A	End A	Species B	Chromosome B	Start B	End B	Size	P value
Homo sapiens	13	32488571	32757892	Mus musculus	5	151755274	151992769	2	5.468E-8
Homo sapiens	Y	132989	170886	Mus musculus	5	110528988	110537190	2	2.187E-7
Homo sapiens	22	23532255	23665314	Mus musculus	5	113655929	113739759	2	5.468E-8
Homo sapiens	22	23753967	23957836	Mus musculus	5	113487278	113592371	3	6.728E-15
Homo sapiens	22	24290946	24757007	Mus musculus	5	113246244	113444534	2	5.468E-8
Homo sapiens	22	24895480	25356632	Mus musculus	5	112675513	113006205	8	1.454E-46
Homo sapiens	22	26474266	26645255	Mus musculus	5	111759783	111886045	2	5.468E-8
Homo sapiens	22	27413731	27483488	Mus musculus	5	111258089	111303152	2	5.468E-8
Homo sapiens	22	30344477	30683590	Mus musculus	5	33079072	33370609	4	1.472E-21
Homo sapiens	7	503446	1166324	Mus musculus	5	139452896	139960471	12	7.193E-70
Homo sapiens	7	1434641	1576155	Mus musculus	5	140182650	140302797	5	5.032E-28
Homo sapiens	7	1821956	2386901	Mus musculus	5	140484643	140919314	5	5.032E-28
Homo sapiens	7	2524714	2617062	Mus musculus	5	141083295	141195333	3	6.728E-15
Homo sapiens	7	2685689	2850485	Mus musculus	5	141200081	141306385	2	5.468E-8
Homo sapiens	7	4688456	4935434	Mus musculus	5	142877451	143084754	4	1.472E-21
Homo sapiens	7	4989875	5075645	Mus musculus	5	143933867	143988569	2	8.749E-7
Homo sapiens	7	5196361	5310228	Mus musculus	5	143105547	143198443	2	1.094E-7
Homo sapiens	7	5437492	5536784	Mus musculus	5	143628625	143668404	2	5.468E-8
Homo sapiens	7	5598980	5787818	Mus musculus	5	143722035	143874673	2	5.468E-8
Homo sapiens	7	5886955	6065311	Mus musculus	5	144578689	144811478	6	9.911E-34
Homo sapiens	7	6111102	6713091	Mus musculus	5	143996887	144493149	11	1.460E-63
Homo sapiens	7	23111927	23207149	Mus musculus	5	23606423	23688644	2	5.468E-8
Homo sapiens	7	43967711	44025296	Mus musculus	5	136559786	136598809	2	6.562E-7
Homo sapiens	7	55987069	56151584	Mus musculus	5	130221409	130387150	7	1.660E-40
Homo sapiens	7	57076079	62660404	Mus musculus	5	143178122	143204033	2	1.094E-7
Homo sapiens	7	64975759	65084681	Mus musculus	5	130417983	130478919	2	1.640E-7
Homo sapiens	7	65178207	65462864	Mus musculus	5	130487134	130611598	3	6.728E-15
Homo sapiens	7	66023646	66341931	Mus musculus	5	130695614	130817026	3	1.346E-14
Homo sapiens	7	71987872	72077933	Mus musculus	5	135829166	135870416	3	1.211E-13
Homo sapiens	7	72272617	72332082	Mus musculus	5	134659897	134705495	2	4.921E-7
Homo sapiens	7	72355163	72410568	Mus musculus	5	135813240	135852012	3	1.211E-13
Homo sapiens	7	72486045	72822536	Mus musculus	5	135462084	135727100	11	3.650E-64
Homo sapiens	7	72883129	72918156	Mus musculus	5	135377464	135418506	3	6.728E-15
Homo sapiens	7	73080367	73905777	Mus musculus	5	134659897	135223124	10	1.984E-57
Homo sapiens	7	74017019	74225784	Mus musculus	5	134575618	134705495	4	3.974E-20
Homo sapiens	7	74859596	75280969	Mus musculus	5	135813240	136048919	7	5.978E-39
Homo sapiens	7	75346202	75533864	Mus musculus	5	136108524	136266259	5	5.032E-28
Homo sapiens	7	75669154	75982709	Mus musculus	5	136282760	136520863	6	2.478E-34
Homo sapiens	7	76551138	76883653	Mus musculus	5	20692122	20987942	4	2.944E-21
Homo sapiens	7	77004771	77265683	Mus musculus	5	20388271	20561706	3	6.728E-15
Homo sapiens	7	86111160	86409332	Mus musculus	5	9266132	9725352	2	5.468E-8
Homo sapiens	7	86619664	86687791	Mus musculus	5	9100737	9161718	2	5.468E-8
Homo sapiens	7	86812947	87694250	Mus musculus	5	8046080	8997161	8	1.454E-46
Homo sapiens	7	89621625	89883204	Mus musculus	5	5505111	5749311	5	5.032E-28
Homo sapiens	7	90063878	90736059	Mus musculus	5	4753873	5380203	2	5.468E-8
Homo sapiens	7	91408128	91601946	Mus musculus	5	3928186	4104697	2	5.468E-8
Homo sapiens	7	91666219	92004758	Mus musculus	5	3583982	3841357	5	5.032E-28
Homo sapiens	7	97574133	97868316	Mus musculus	5	144861305	145118981	5	5.032E-28
Homo sapiens	7	98282050	98643025	Mus musculus	5	145496784	145886924	4	1.472E-21
Homo sapiens	7	98761446	99219744	Mus musculus	5	145844760	146924451	12	5.755E-69
Homo sapiens	7	99358828	99423082	Mus musculus	5	138394689	138431458	2	1.094E-7
Homo sapiens	7	99451155	99564056	Mus musculus	5	138526312	138636628	9	1.611E-52
Homo sapiens	7	99584472	99612926	Mus musculus	5	138696959	138721193	4	1.472E-21
Homo sapiens	7	99771673	100159257	Mus musculus	5	137923490	138312986	18	8.466E-103
Homo sapiens	7	100238123	100331477	Mus musculus	5	137729505	137815760	6	2.478E-34
Homo sapiens	7	100515440	100675057	Mus musculus	5	137429145	137592067	9	1.611E-52
Homo sapiens	7	100743369	101059296	Mus musculus	5	137169016	137389113	3	6.728E-15
Homo sapiens	7	101246012	102000201	Mus musculus	5	136559786	137043301	8	3.489E-45
Homo sapiens	7	102240916	102576749	Mus musculus	5	20989666	21207212	4	2.944E-21
Homo sapiens	7	102725109	103417198	Mus musculus	5	21242978	21850523	5	5.032E-28
Homo sapiens	7	104441873	104816583	Mus musculus	5	22940259	23122389	2	5.468E-8
Homo sapiens	7	104884194	104995360	Mus musculus	5	23246514	23326186	2	5.468E-8
Homo sapiens	7	150272982	150605164	Mus musculus	5	23825408	24107830	16	4.821E-92
Homo sapiens	7	150669791	151205249	Mus musculus	5	24191633	24606460	5	5.032E-28
Homo sapiens	7	151284444	151775287	Mus musculus	5	24687298	25023839	4	2.944E-21
Homo sapiens	7	153380839	154425615	Mus musculus	5	27144599	28117879	2	5.468E-8
Homo sapiens	7	154942176	155019318	Mus musculus	5	28492236	28572328	2	5.468E-8
Homo sapiens	7	155129906	155297728	Mus musculus	5	28643661	28793641	2	5.468E-8
Homo sapiens	7	156117523	156496108	Mus musculus	5	29522618	29805010	4	1.472E-21
Homo sapiens	4	609373	754428	Mus musculus	5	108817392	108932118	4	1.472E-21
Homo sapiens	4	833066	1137514	Mus musculus	5	108998433	109224382	8	1.454E-46
Homo sapiens	4	1150725	1232908	Mus musculus	5	33556167	33617610	2	5.468E-8
Homo sapiens	4	1273672	1387181	Mus musculus	5	33678221	33773844	3	6.728E-15
Homo sapiens	4	1611607	2487379	Mus musculus	5	33943005	34696083	15	1.375E-86
Homo sapiens	4	2596957	3503947	Mus musculus	5	34753248	35448348	13	1.664E-75
Homo sapiens	4	4241354	4594676	Mus musculus	5	38430472	38694133	6	2.478E-34
Homo sapiens	4	5065844	6042275	Mus musculus	5	37577136	38131059	6	2.478E-34
Homo sapiens	4	6322478	6525227	Mus musculus	5	37259809	37380221	2	5.468E-8
Homo sapiens	4	6627803	6695373	Mus musculus	5	37186159	37221866	2	5.468E-8
Homo sapiens	4	6835368	7120701	Mus musculus	5	36807839	37087193	5	5.032E-28
Homo sapiens	4	7245275	8359738	Mus musculus	5	35994682	36740788	6	2.478E-34
Homo sapiens	4	8419265	8529181	Mus musculus	5	35899965	35956448	2	5.468E-8
Homo sapiens	4	9392701	9727671	Mus musculus	5	38710748	38952941	3	6.728E-15
Homo sapiens	4	10050602	10295484	Mus musculus	5	39059719	39187424	2	5.468E-8
Homo sapiens	4	12978447	13238426	Mus musculus	5	42017009	42235554	3	6.728E-15
Homo sapiens	4	14950658	15459806	Mus musculus	5	43906827	44303613	5	5.032E-28
Homo sapiens	4	15546290	15694766	Mus musculus	5	44370104	44492920	2	5.468E-8
Homo sapiens	4	17097147	17632477	Mus musculus	5	45825293	46248745	7	1.660E-40
Homo sapiens	4	20311198	21559402	Mus musculus	5	48763617	49915940	2	5.468E-8
Homo sapiens	4	24406183	24590924	Mus musculus	5	52755228	52862746	2	5.468E-8
Homo sapiens	4	24844751	25029217	Mus musculus	5	53132830	53258299	3	6.728E-15
Homo sapiens	4	25358148	25540531	Mus musculus	5	53498396	53669778	2	5.468E-8
Homo sapiens	4	25930430	26101140	Mus musculus	5	53947018	54099341	2	1.094E-7
Homo sapiens	4	35744017	36021811	Mus musculus	5	62993687	63279491	2	5.468E-8
Homo sapiens	4	37034443	37364392	Mus musculus	5	64040579	64360061	4	1.472E-21
Homo sapiens	4	37504737	37817189	Mus musculus	5	64484189	64742725	2	5.468E-8
Homo sapiens	4	38474275	39654592	Mus musculus	5	65316073	66089095	13	1.664E-75
Homo sapiens	4	39734919	39922663	Mus musculus	5	66154760	66287939	2	5.468E-8
Homo sapiens	4	40446671	40911245	Mus musculus	5	66651364	66843544	2	5.468E-8
Homo sapiens	4	41057559	41445744	Mus musculus	5	67137149	67490365	2	5.468E-8
Homo sapiens	4	41631926	41849652	Mus musculus	5	67651891	67809028	3	6.728E-15
Homo sapiens	4	42094613	42353732	Mus musculus	5	67999122	68238670	2	5.468E-8
Homo sapiens	4	44325453	44423369	Mus musculus	5	69907919	69983535	3	6.728E-15
Homo sapiens	4	46431601	47649483	Mus musculus	5	71834063	73033991	8	1.454E-46
Homo sapiens	4	47713548	47966638	Mus musculus	5	73039035	73259698	3	6.728E-15
Homo sapiens	4	48038400	48603572	Mus musculus	5	73305612	73729878	5	1.006E-27
Homo sapiens	4	48180206	48191181	Mus musculus	5	72968353	72978789	2	1.094E-7
Homo sapiens	4	52554625	52658212	Mus musculus	5	73997882	74204509	3	6.728E-15
Homo sapiens	4	53423241	54152481	Mus musculus	5	74591321	75081812	4	1.472E-21
Homo sapiens	4	54570720	54662879	Mus musculus	5	75402451	75473918	2	5.468E-8
Homo sapiens	4	55907166	56197222	Mus musculus	5	76569345	76792813	5	5.032E-28
Homo sapiens	4	56414573	56594283	Mus musculus	5	76958348	77075490	2	5.468E-8
Homo sapiens	4	56899219	57084815	Mus musculus	5	77304962	77438503	5	5.032E-28
Homo sapiens	4	57468799	57671308	Mus musculus	5	77694516	77837070	4	1.472E-21
Homo sapiens	4	68020584	68304399	Mus musculus	5	86441068	86626926	4	1.472E-21
Homo sapiens	4	68369196	68511739	Mus musculus	5	86731879	86898015	2	5.468E-8
Homo sapiens	4	70831388	70861315	Mus musculus	5	88095233	88128446	2	5.468E-8
Homo sapiens	4	71096833	71151732	Mus musculus	5	88314737	88361557	3	6.728E-15
Homo sapiens	4	71713325	71924478	Mus musculus	5	88917000	89105196	5	5.032E-28
Homo sapiens	4	71986928	72115491	Mus musculus	5	89149880	89212297	2	5.468E-8
Homo sapiens	4	74139280	74343366	Mus musculus	5	90643753	90795211	2	5.468E-8
Homo sapiens	4	74488870	74588582	Mus musculus	5	90889929	90982569	3	6.728E-15
Homo sapiens	4	74921277	74968249	Mus musculus	5	91188325	91334935	3	5.382E-14
Homo sapiens	4	75065660	75709510	Mus musculus	5	91188325	91577449	8	1.163E-45
Homo sapiens	4	76623381	77176376	Mus musculus	5	92378321	92792240	11	3.650E-64
Homo sapiens	4	77254842	77354059	Mus musculus	5	92844578	92934542	2	5.468E-8
Homo sapiens	4	77354217	77923430	Mus musculus	5	93000563	93394785	4	1.472E-21
Homo sapiens	4	78035645	78216152	Mus musculus	5	93471602	93635476	3	6.728E-15
Homo sapiens	4	78853565	79092968	Mus musculus	5	96504756	96695728	2	5.468E-8
Homo sapiens	4	79198120	79750627	Mus musculus	5	96802974	97274987	2	5.468E-8
Homo sapiens	4	79916556	80079606	Mus musculus	5	97426708	97540615	2	5.468E-8
Homo sapiens	4	81406766	82103918	Mus musculus	5	98683203	99231038	2	5.468E-8
Homo sapiens	4	82171143	82355212	Mus musculus	5	99283458	99466098	2	5.468E-8
Homo sapiens	4	83493491	83601263	Mus musculus	5	100390028	100497779	3	6.728E-15
Homo sapiens	4	83769717	84254935	Mus musculus	5	100649459	101001224	5	5.032E-28
Homo sapiens	4	84404003	84475058	Mus musculus	5	101083745	101148724	2	1.094E-7
Homo sapiens	4	84547525	84746052	Mus musculus	5	101191167	101328121	4	1.472E-21
Homo sapiens	4	85723081	86106568	Mus musculus	5	102194149	102498940	2	5.468E-8
Homo sapiens	4	86615291	87593320	Mus musculus	5	102910410	103640353	2	5.468E-8
Homo sapiens	4	87734909	88032572	Mus musculus	5	103854520	104084743	3	6.728E-15
Homo sapiens	4	88147164	88360698	Mus musculus	5	104183181	104340248	2	5.468E-8
Homo sapiens	4	88443965	88669530	Mus musculus	5	104384465	104542752	4	1.472E-21
Homo sapiens	4	88748705	88804534	Mus musculus	5	104599731	104643121	2	5.468E-8
Homo sapiens	4	88939757	88986968	Mus musculus	5	104728308	104767630	2	5.468E-8
Homo sapiens	4	89115826	89217952	Mus musculus	5	104864140	104934837	2	5.468E-8
Homo sapiens	18	148479	258049	Mus musculus	18	9958178	10030147	2	5.468E-8
Homo sapiens	18	10444625	10540371	Mus musculus	18	63081981	63159102	2	5.468E-8
Homo sapiens	18	10660864	10861413	Mus musculus	18	63169868	63546111	3	6.728E-15
Homo sapiens	18	11679563	11898641	Mus musculus	18	67247990	67405296	2	5.468E-8
Homo sapiens	18	12244370	12715737	Mus musculus	18	67503253	67813816	7	1.660E-40
Homo sapiens	18	12937983	13115052	Mus musculus	18	67934530	68044822	2	5.468E-8
Homo sapiens	18	13208795	13754557	Mus musculus	18	68092911	68481557	3	6.728E-15
Homo sapiens	18	17076201	17704912	Mus musculus	18	10458223	10812215	5	5.032E-28
Homo sapiens	18	18969725	19496849	Mus musculus	18	11997729	12430204	6	2.478E-34
Homo sapiens	18	19826735	20313918	Mus musculus	18	12802292	13181391	5	1.006E-27
Homo sapiens	18	21850217	22027317	Mus musculus	18	14784140	14920808	2	5.468E-8
Homo sapiens	18	22686008	23019279	Mus musculus	18	15551340	15876555	2	5.468E-8
Homo sapiens	18	26825029	26996817	Mus musculus	18	20121873	20273274	3	6.728E-15
Homo sapiens	18	27152050	27380754	Mus musculus	18	20405841	20761308	4	1.472E-21
Homo sapiens	18	27425838	27518684	Mus musculus	18	20823914	20904778	2	5.468E-8
Homo sapiens	18	27852443	28304445	Mus musculus	18	21103126	21458624	4	1.472E-21
Homo sapiens	18	31806586	33399941	Mus musculus	18	24629360	25912658	9	1.611E-52
Homo sapiens	18	41448780	41585046	Mus musculus	18	78296833	78523153	2	5.468E-8
Homo sapiens	18	41659543	42100952	Mus musculus	18	77872020	78254007	6	2.478E-34
Homo sapiens	18	42168185	42435624	Mus musculus	18	77546489	77707018	2	5.468E-8
Homo sapiens	18	42513079	42930869	Mus musculus	18	77168835	77494057	4	1.472E-21
Homo sapiens	18	44319425	44731079	Mus musculus	18	75527019	75857208	2	5.468E-8
Homo sapiens	18	44824172	45267599	Mus musculus	18	75165563	75446620	2	5.468E-8
Homo sapiens	18	45563873	45975176	Mus musculus	18	74602273	74965861	2	5.468E-8
Homo sapiens	18	46007564	46068690	Mus musculus	18	74376721	74519638	3	6.728E-15
Homo sapiens	18	46578572	46865413	Mus musculus	18	73798670	74038788	4	1.472E-21
Homo sapiens	18	49934573	50162377	Mus musculus	18	70612794	70785783	4	2.944E-21
Homo sapiens	18	50646706	50777635	Mus musculus	18	70085213	70213022	2	5.468E-8
Homo sapiens	18	52421053	52848040	Mus musculus	18	63822455	64149408	2	5.468E-8
Homo sapiens	18	53253915	53550037	Mus musculus	18	64500018	64820921	4	1.472E-21
Homo sapiens	18	55038380	55177463	Mus musculus	18	66033148	66162266	4	1.472E-21
Homo sapiens	18	65219271	65775140	Mus musculus	18	89366819	89938528	2	5.468E-8
Homo sapiens	18	69891586	69977177	Mus musculus	18	85104397	85150863	2	5.468E-8
Homo sapiens	18	70253944	70761999	Mus musculus	18	84377096	84909828	5	5.032E-28
Homo sapiens	18	71039477	71130886	Mus musculus	18	83653127	84266906	2	5.468E-8
Homo sapiens	18	74930385	75390310	Mus musculus	18	80802944	81130797	2	5.468E-8
Homo sapiens	18	75724656	75907373	Mus musculus	18	80389004	80493072	4	1.472E-21
Homo sapiens	18	75967903	76106388	Mus musculus	18	80243657	80348221	2	1.094E-7
Homo sapiens	5	10279455	10518135	Mus musculus	15	31370965	31547273	5	5.032E-28
Homo sapiens	5	14634932	14924876	Mus musculus	15	27396432	27611262	3	6.728E-15
Homo sapiens	5	16504629	16936722	Mus musculus	15	25552280	25927182	3	6.728E-15
Homo sapiens	5	31436926	31590043	Mus musculus	15	12738170	12865023	2	5.468E-8
Homo sapiens	5	31834788	32480601	Mus musculus	15	12047608	12669679	4	1.472E-21
Homo sapiens	5	33476655	34160396	Mus musculus	15	10911544	11329413	5	5.032E-28
Homo sapiens	5	34692274	35266334	Mus musculus	15	10107410	10643295	7	1.660E-40
Homo sapiens	5	35653746	35974638	Mus musculus	15	9365783	9678623	3	6.728E-15
Homo sapiens	5	36139171	36337761	Mus musculus	15	8918426	9128074	4	1.472E-21
Homo sapiens	5	36912649	37237668	Mus musculus	15	8119106	8394463	2	5.468E-8
Homo sapiens	5	37327698	37788529	Mus musculus	15	7823055	8109628	2	5.468E-8
Homo sapiens	5	38294290	38631253	Mus musculus	15	7104360	7348304	2	5.468E-8
Homo sapiens	5	38881893	39255424	Mus musculus	15	6529871	6824283	3	6.728E-15
Homo sapiens	5	39320763	39460703	Mus musculus	15	6249849	6448466	2	5.468E-8
Homo sapiens	5	40715789	41018794	Mus musculus	15	4981891	5194187	5	5.032E-28
Homo sapiens	5	41765925	41977420	Mus musculus	15	3915470	4105341	3	6.728E-15
Homo sapiens	5	42459783	42844212	Mus musculus	15	3220977	3533230	3	6.728E-15
Homo sapiens	5	110435081	110494099	Mus musculus	18	32975037	33025684	2	5.468E-8
Homo sapiens	5	110587981	110876056	Mus musculus	18	33098521	33373470	2	5.468E-8
Homo sapiens	5	112101483	112285930	Mus musculus	18	34380638	34532991	3	6.728E-15
Homo sapiens	5	112340332	112958878	Mus musculus	18	44540181	45049366	3	6.728E-15
Homo sapiens	5	114488377	114660340	Mus musculus	18	46325499	46471534	3	6.728E-15
Homo sapiens	5	114884507	114989610	Mus musculus	18	46663476	46734186	2	5.468E-8
Homo sapiens	5	115168333	115277591	Mus musculus	18	46872847	46950141	3	6.728E-15
Homo sapiens	5	118752897	118905926	Mus musculus	18	50213174	50355916	2	5.468E-8
Homo sapiens	5	121325555	121441853	Mus musculus	18	52625347	52689357	2	5.468E-8
Homo sapiens	5	122138649	122551594	Mus musculus	18	53335970	53735561	4	1.472E-21
Homo sapiens	5	125787000	125999873	Mus musculus	18	56560139	56754433	4	1.472E-21
Homo sapiens	5	126140732	126437071	Mus musculus	18	56867467	57135010	3	6.728E-15
Homo sapiens	5	126654514	126918677	Mus musculus	18	57292744	57552373	2	5.468E-8
Homo sapiens	5	128824002	129128655	Mus musculus	18	58996418	59236611	2	5.468E-8
Homo sapiens	5	137171361	137251438	Mus musculus	18	44429781	44515378	2	5.468E-8
Homo sapiens	5	137253024	137939014	Mus musculus	18	34569077	35113998	15	1.375E-86
Homo sapiens	5	138117006	138561964	Mus musculus	18	35278566	35658530	3	6.728E-15
Homo sapiens	5	138637691	138842476	Mus musculus	18	35721900	35900107	6	2.478E-34
Homo sapiens	5	139155590	139403063	Mus musculus	18	36124484	36357034	2	5.468E-8
Homo sapiens	5	139534837	139928867	Mus musculus	18	36508278	36843514	8	1.454E-46
Homo sapiens	5	139991501	140066423	Mus musculus	18	36884728	36957935	9	1.611E-52
Homo sapiens	5	140187834	140372113	Mus musculus	18	37089939	37347311	3	6.728E-15
Homo sapiens	5	140411145	140607926	Mus musculus	18	37424592	37681073	13	1.997E-74
Homo sapiens	5	140678239	141041984	Mus musculus	18	37801676	38157216	8	1.454E-46
Homo sapiens	5	141212867	141372776	Mus musculus	18	38349199	38498596	5	5.032E-28
Homo sapiens	5	142130156	142795270	Mus musculus	18	39152799	39650328	2	5.468E-8
Homo sapiens	5	143517924	143833870	Mus musculus	18	40365207	40690757	2	5.468E-8
Homo sapiens	5	145118775	145232724	Mus musculus	18	42035350	42158656	2	5.468E-8
Homo sapiens	5	145296335	145700276	Mus musculus	18	42213321	42555664	5	5.032E-28
Homo sapiens	5	145807066	145875869	Mus musculus	18	42671141	42739265	2	5.468E-8
Homo sapiens	5	146594719	146869614	Mus musculus	18	43367351	43597861	2	5.468E-8
Homo sapiens	5	146950899	147266258	Mus musculus	18	43691162	43952532	4	1.472E-21
Homo sapiens	5	147423728	147574892	Mus musculus	18	44122895	44243264	3	6.728E-15
Homo sapiens	5	147627936	147675670	Mus musculus	18	62752067	62901041	2	5.468E-8
Homo sapiens	5	147743739	148013934	Mus musculus	18	62483858	62708349	2	5.468E-8
Homo sapiens	5	148501326	148739031	Mus musculus	18	61847589	62071452	5	5.032E-28
Homo sapiens	5	149090008	149662641	Mus musculus	18	61071894	61560085	10	2.204E-58
Homo sapiens	5	149717428	149809490	Mus musculus	18	60934307	61008571	3	1.346E-14
Homo sapiens	5	149880623	150118774	Mus musculus	18	60685871	60908304	5	5.032E-28
Homo sapiens	2	71190322	71230738	Mus musculus	7	71521427	71557000	2	5.468E-8
Homo sapiens	2	208154	277835	Mus musculus	12	31569187	31645014	3	6.728E-15
Homo sapiens	2	936552	1525502	Mus musculus	12	30739527	31058199	2	5.468E-8
Homo sapiens	2	1614666	2314052	Mus musculus	12	30219801	30702516	2	5.468E-8
Homo sapiens	2	3171759	3502306	Mus musculus	12	29360096	29552355	3	6.728E-15
Homo sapiens	2	3570568	3794876	Mus musculus	12	29122660	29344452	4	1.472E-21
Homo sapiens	2	6905904	7101758	Mus musculus	12	26991662	27164700	3	6.728E-15
Homo sapiens	2	8736791	9061327	Mus musculus	12	25514254	25780955	3	6.728E-15
Homo sapiens	2	9264345	9688557	Mus musculus	12	21117805	21423394	6	2.478E-34
Homo sapiens	2	9890887	10188996	Mus musculus	12	25183469	25398972	5	5.032E-28
Homo sapiens	2	10628345	10878441	Mus musculus	12	17273395	17436900	3	6.728E-15
Homo sapiens	2	11190630	11402162	Mus musculus	12	16901784	17018360	3	6.728E-15
Homo sapiens	2	11591693	11727876	Mus musculus	12	16660276	16746978	2	5.468E-8
Homo sapiens	2	17585288	17861848	Mus musculus	12	11215188	11443384	4	1.472E-21
Homo sapiens	2	19960001	20114926	Mus musculus	12	8928130	9043200	4	1.472E-21
Homo sapiens	2	20264041	20390625	Mus musculus	12	8681204	8799884	2	5.468E-8
Homo sapiens	2	20681045	20886355	Mus musculus	12	8214929	8349397	3	6.728E-15
Homo sapiens	2	23462075	24003488	Mus musculus	12	5024931	5382488	2	5.468E-8
Homo sapiens	2	24016791	24437087	Mus musculus	12	4599814	4914326	8	1.454E-46
Homo sapiens	2	24660850	25048435	Mus musculus	12	4082612	4483976	5	5.032E-28
Homo sapiens	2	25118503	25245063	Mus musculus	12	3954951	4038915	2	5.468E-8
Homo sapiens	2	25309350	25750007	Mus musculus	12	3572523	3914443	2	5.468E-8
Homo sapiens	2	25814065	26213826	Mus musculus	12	3249429	3506852	3	6.728E-15
Homo sapiens	2	114101291	114142670	Mus musculus	15	89398757	89422296	2	2.187E-7
Homo sapiens	2	130613332	130656793	Mus musculus	16	17619450	17649508	2	1.094E-7
Homo sapiens	2	26249464	27600052	Mus musculus	5	30431701	31629673	38	3.121E-202
Homo sapiens	2	27659397	27771335	Mus musculus	5	31754846	31856413	5	1.510E-27
Homo sapiens	2	27848088	28493683	Mus musculus	5	31916345	32456084	4	1.472E-21
Homo sapiens	2	127731336	127817240	Mus musculus	18	32322743	32429801	2	5.468E-8
Homo sapiens	2	127892487	128502103	Mus musculus	18	31794025	32297836	10	2.204E-58
Homo sapiens	10	46317647	46420579	Mus musculus	14	35007630	35123689	3	2.018E-14
Homo sapiens	10	47128505	47233044	Mus musculus	14	34866656	34913751	2	1.640E-7
Homo sapiens	10	47975081	48059172	Mus musculus	14	34736783	34791950	4	1.472E-21
Homo sapiens	10	49184739	49483182	Mus musculus	14	34030009	34260344	2	5.468E-8
Homo sapiens	10	49562927	50012071	Mus musculus	14	33648392	33851772	4	1.472E-21
Homo sapiens	10	50177244	50273992	Mus musculus	14	33413113	33477192	2	5.468E-8
Homo sapiens	10	50487147	50758082	Mus musculus	14	33015157	33279095	4	1.472E-21
Homo sapiens	10	51219559	51293396	Mus musculus	14	32955241	33015013	3	5.382E-14
Homo sapiens	10	74540216	75085838	Mus musculus	14	21113912	21487528	12	1.439E-69
Homo sapiens	10	75174138	75347260	Mus musculus	14	21493565	21662610	7	1.660E-40
Homo sapiens	10	75427878	76139066	Mus musculus	14	21748655	22267764	3	6.728E-15
Homo sapiens	10	76255346	76665776	Mus musculus	14	22319076	22668129	6	4.955E-34
Homo sapiens	10	76827925	77987139	Mus musculus	14	22803185	23875256	2	5.468E-8
Homo sapiens	10	79405912	79470477	Mus musculus	14	25267916	25315067	2	5.468E-8
Homo sapiens	10	80498798	80875389	Mus musculus	14	26278778	26670335	3	6.728E-15
Homo sapiens	10	81828401	81955413	Mus musculus	14	26975531	27026239	3	2.422E-13
Homo sapiens	10	81828401	81955413	Mus musculus	14	26661669	26746870	3	2.422E-13
Homo sapiens	10	81828401	81895906	Mus musculus	14	26846768	26886841	2	9.843E-7
Homo sapiens	10	82021557	82396296	Mus musculus	14	41627078	41937701	6	2.478E-34
Homo sapiens	10	85889165	86009695	Mus musculus	14	37848099	37948484	5	5.032E-28
Homo sapiens	10	88404294	88941200	Mus musculus	14	35050227	35413328	8	4.361E-45
Homo sapiens	10	121249330	121346531	Mus musculus	7	135517144	135605027	2	5.468E-8
Homo sapiens	10	121475587	121691235	Mus musculus	7	135754874	135927300	3	6.728E-15
Homo sapiens	10	123492616	124662617	Mus musculus	7	137535040	138506247	12	1.439E-69
Homo sapiens	10	124729546	124807796	Mus musculus	7	138514684	138589720	3	6.728E-15
Homo sapiens	10	124885557	124914869	Mus musculus	7	138686477	138714686	3	6.728E-15
Homo sapiens	10	125415861	125641490	Mus musculus	7	139158143	139346422	2	5.468E-8
Homo sapiens	10	126075869	126515226	Mus musculus	7	139749162	140076793	5	5.032E-28
Homo sapiens	10	126620682	126839072	Mus musculus	7	140122825	140315050	2	5.468E-8
Homo sapiens	10	127334459	128203382	Mus musculus	7	140778707	141568511	9	1.611E-52
Homo sapiens	10	128584013	129140770	Mus musculus	7	141862370	142365322	2	5.468E-8
Homo sapiens	10	129566104	129814645	Mus musculus	7	142703149	142907979	3	6.728E-15
Homo sapiens	10	133597950	133645450	Mus musculus	7	146038047	146101189	2	5.468E-8
Homo sapiens	10	133768303	134109058	Mus musculus	7	146132413	146453152	5	5.032E-28
Homo sapiens	10	134201343	134521226	Mus musculus	7	146575008	146802208	3	6.728E-15
Homo sapiens	10	134734423	135084164	Mus musculus	7	147020195	147336505	12	7.193E-70
Homo sapiens	10	135190857	135232866	Mus musculus	7	147949731	147973752	2	5.468E-8
Homo sapiens	10	28141103	28611073	Mus musculus	18	7088231	7626861	2	5.468E-8
Homo sapiens	10	35337485	35541892	Mus musculus	18	3266354	3436372	2	5.468E-8
Homo sapiens	10	35575959	35937869	Mus musculus	18	9278605	9450148	2	5.468E-8
Homo sapiens	19	7333663	7703057	Mus musculus	8	3353437	3720651	16	4.821E-92
Homo sapiens	19	7801243	8415925	Mus musculus	8	4166567	4360017	8	1.454E-46
Homo sapiens	19	12582753	13478038	Mus musculus	8	86939544	87646994	31	8.417E-169
Homo sapiens	19	13719720	14108440	Mus musculus	8	86479613	86794259	18	8.466E-103
Homo sapiens	19	14353213	14543886	Mus musculus	8	86090660	86265068	8	1.454E-46
Homo sapiens	19	15938466	16207149	Mus musculus	8	74659191	74781285	5	5.032E-28
Homo sapiens	19	16296637	16660814	Mus musculus	8	74842961	75111181	9	1.611E-52
Homo sapiens	19	16703001	16863830	Mus musculus	8	75170670	75287773	3	6.728E-15
