# An example of input file for detection of paralogons by CHSMiner
# from public paralog database EPGD (http://epgd.biosino.org/EPGD)	
# GeneID	FamilyID	Symbol	Organism	Chromosome	Orient	Start	End
641559	50475	NBPF8	Homo sapiens	1	-	144745496	144768978
653401	51670	FAM108A3	Homo sapiens	1	+	144786832	144791603
728980	0	LOC728980	Homo sapiens	1	+	144926049	144934670
728989	54036	LOC728989	Homo sapiens	1	-	144956805	144964736
5565	50108	PRKAB2	Homo sapiens	1	-	145093308	145110752
2330	49269	FMO5	Homo sapiens	1	-	145124461	145163545
9557	0	CHD1L	Homo sapiens	1	+	145180957	145234066
607	0	BCL9	Homo sapiens	1	+	145479805	145564640
51205	0	ACP6	Homo sapiens	1	-	145585791	145609237
2702	49296	GJA5	Homo sapiens	1	-	145695516	145712065
2703	0	GJA8	Homo sapiens	1	+	145841559	145848016
51463	50662	GPR89B	Homo sapiens	1	+	145867137	145932196
728905	54035	LOC728905	Homo sapiens	1	-	145951768	145954126
728920	0	LOC728920	Homo sapiens	1	+	146022058	146033712
728912	51147	LOC728912	Homo sapiens	1	-	146048915	146067031
728917	51670	FAM108A2	Homo sapiens	1	+	146084968	146088706
388685	0	FLJ39739	Homo sapiens	1	-	146301750	146398558
164022	50265	PPIAL4	Homo sapiens	1	-	146421383	146422042
25832	50475	NBPF14	Homo sapiens	1	-	146470265	146492471
729086	52183	LOC729086	Homo sapiens	1	+	146550472	146562740
400818	50475	NBPF20	Homo sapiens	1	-	146618472	146713552
200025	0	C1orf152	Homo sapiens	1	+	146713794	146717550
284565	51147	NBPF15	Homo sapiens	1	+	146827613	146862781
730262	50265	LOC730262	Homo sapiens	1	+	146910276	146911418
645126	0	LOC645126	Homo sapiens	1	-	147003351	147003551
728936	51147	NBPF16	Homo sapiens	1	+	147005225	147025272
728945	50265	LOC728945	Homo sapiens	1	+	147072287	147073422
645146	53761	LOC645146	Homo sapiens	1	-	147111985	147120916
645159	0	LOC645159	Homo sapiens	1	+	147140070	147154899
645166	0	LOC645166	Homo sapiens	1	+	147187579	147218334
729182	0	FAM91A3P	Homo sapiens	1	+	147506154	147529925
729003	54039	LOC729003	Homo sapiens	1	-	147552368	147556273
388692	53079	LOC388692	Homo sapiens	1	+	147554977	147558365
645262	54038	LOC645262	Homo sapiens	1	-	147572533	147579687
644410	49258	LOC644410	Homo sapiens	1	+	147635917	147644998
729189	54030	LOC729189	Homo sapiens	1	-	147645031	147647147
440686	49326	HIST2H3PS2	Homo sapiens	1	-	147666755	147667165
653598	50265	LOC653598	Homo sapiens	1	+	147819280	147823133
642441	54033	LOC642441	Homo sapiens	1	-	147841414	147849564
57234	0	FAM91A2	Homo sapiens	1	+	147872320	147883409
729130	54040	LOC729130	Homo sapiens	1	-	147915683	147985985
729135	54039	LOC729135	Homo sapiens	1	-	147937914	147941814
644634	53079	LOC644634	Homo sapiens	1	+	147939470	147943907
199882	54038	LOC199882	Homo sapiens	1	-	147958055	147965216
2209	0	FCGR1A	Homo sapiens	1	+	148020911	148030697
729127	54030	LOC729127	Homo sapiens	1	-	148029959	148032026
440689	0	HIST2H2BF	Homo sapiens	1	-	148048738	148050534
653604	0	HIST2H3D	Homo sapiens	1	-	148051449	148067315
8370	0	HIST2H4A	Homo sapiens	1	+	148070844	148071239
126961	49326	HIST2H3C	Homo sapiens	1	-	148078882	148079388
8337	49323	HIST2H2AA3	Homo sapiens	1	-	148080408	148080941
723790	49323	HIST2H2AA4	Homo sapiens	1	+	148089251	148089784
333932	49326	HIST2H3A	Homo sapiens	1	+	148090804	148091310
554313	0	HIST2H4B	Homo sapiens	1	-	148098953	148099348
8349	49325	HIST2H2BE	Homo sapiens	1	-	148122633	148124855
8338	49323	HIST2H2AC	Homo sapiens	1	+	148125148	148125584
317772	49323	HIST2H2AB	Homo sapiens	1	-	148125642	148126089
51027	0	BOLA1	Homo sapiens	1	+	148137824	148138968
9900	50571	SV2A	Homo sapiens	1	-	148141858	148156053
10262	0	SF3B4	Homo sapiens	1	-	148161834	148166325
10903	0	MTMR11	Homo sapiens	1	-	148167167	148174866
56957	0	OTUD7B	Homo sapiens	1	-	148181958	148249152
441907	0	LOC441907	Homo sapiens	1	+	148292469	148292888
11311	0	VPS45	Homo sapiens	1	+	148305965	148384128
51177	0	PLEKHO1	Homo sapiens	1	+	148388793	148398448
81611	0	ANP32E	Homo sapiens	1	-	148457478	148475081
23632	49117	CA14	Homo sapiens	1	+	148488046	148504101
51107	0	APH1A	Homo sapiens	1	-	148504427	148507934
79630	0	C1orf54	Homo sapiens	1	+	148511821	148519950
148523	0	C1orf51	Homo sapiens	1	+	148521852	148526124
54460	0	MRPS21	Homo sapiens	1	+	148532892	148547442
9129	0	PRPF3	Homo sapiens	1	+	148560641	148592294
23248	0	KIAA0460	Homo sapiens	1	+	148603210	148712673
80222	51526	TARS2	Homo sapiens	1	+	148726543	148746379
1893	0	ECM1	Homo sapiens	1	+	148747206	148752659
54507	0	ADAMTSL4	Homo sapiens	1	+	148788521	148800036
574406	0	C1orf138	Homo sapiens	1	-	148799301	148801214
4170	0	MCL1	Homo sapiens	1	-	148813657	148818759
2029	49934	ENSA	Homo sapiens	1	-	148861222	148868721
55204	51654	GOLPH3L	Homo sapiens	1	-	148885329	148936256
84072	0	HORMAD1	Homo sapiens	1	-	148937165	148959975
1520	49203	CTSS	Homo sapiens	1	-	148969174	149004928
1513	49203	CTSK	Homo sapiens	1	-	149035310	149047435
405	49072	ARNT	Homo sapiens	1	-	149048809	149115809
9869	0	SETDB1	Homo sapiens	1	+	149165511	149203836
29956	51017	LASS2	Homo sapiens	1	-	149204285	149213942
8416	49053	ANXA9	Homo sapiens	1	+	149221177	149234733
55793	0	FAM63A	Homo sapiens	1	-	149234172	149245956
58497	0	PRUNE	Homo sapiens	1	+	149247596	149274812
149428	49896	BNIPL	Homo sapiens	1	+	149275715	149286685
54964	0	C1orf56	Homo sapiens	1	+	149286882	149290519
56882	0	CDC42SE1	Homo sapiens	1	-	149290070	149298748
10962	0	MLLT11	Homo sapiens	1	+	149298774	149307596
126626	50671	MGC29891	Homo sapiens	1	+	149309703	149359034
10500	0	SEMA6C	Homo sapiens	1	-	149370784	149385727
79626	50485	TNFAIP8L2	Homo sapiens	1	+	149395754	149398848
388695	0	LYSMD1	Homo sapiens	1	-	149398847	149404959
79005	0	SCNM1	Homo sapiens	1	+	149405140	149408237
29765	49743	TMOD4	Homo sapiens	1	-	149409086	149415049
6944	0	VPS72	Homo sapiens	1	-	149415557	149429263
8394	49507	PIP5K1A	Homo sapiens	1	+	149437695	149488628
5710	0	PSMD4	Homo sapiens	1	+	149493820	149506578
57592	0	ZNF687	Homo sapiens	1	+	149521414	149531004
5298	0	PI4KB	Homo sapiens	1	-	149531036	149565347
5993	0	RFX5	Homo sapiens	1	-	149579739	149586392
8991	0	SELENBP1	Homo sapiens	1	-	149603403	149611787
5692	0	PSMB4	Homo sapiens	1	+	149638664	149641035
23126	0	POGZ	Homo sapiens	1	-	149641823	149698555
57530	0	CGN	Homo sapiens	1	+	149750499	149777791
7286	0	TUFT1	Homo sapiens	1	+	149779404	149822682
81609	0	SNX27	Homo sapiens	1	+	149851285	149938182
11189	50273	TNRC4	Homo sapiens	1	-	149941453	149955913
284485	0	FLJ36032	Homo sapiens	1	+	149956930	149968705
65005	0	MRPL9	Homo sapiens	1	-	149998746	150002663
51686	0	OAZ3	Homo sapiens	1	+	150005754	150010428
11022	0	TDRKH	Homo sapiens	1	-	150010663	150029621
339398	51797	LINGO4	Homo sapiens	1	-	150039388	150044505
6097	49603	RORC	Homo sapiens	1	-	150045170	150070971
729367	54041	LOC729367	Homo sapiens	1	-	150077027	150078088
284486	52269	THEM5	Homo sapiens	1	-	150084843	150092796
117145	52269	THEM4	Homo sapiens	1	-	150112683	150148736
6281	49646	S100A10	Homo sapiens	1	-	150222017	150243039
6282	49646	S100A11	Homo sapiens	1	-	150271605	150276134
645527	0	LOC645527	Homo sapiens	1	-	150300265	150301323
126637	0	TCHHL1	Homo sapiens	1	-	150323243	150328163
126638	0	RPTN	Homo sapiens	1	-	150393669	150396988
388697	0	HRNR	Homo sapiens	1	-	150451181	150463292
2312	0	FLG	Homo sapiens	1	-	150541274	150564302
388698	0	FLG2	Homo sapiens	1	-	150587840	150599105
49860	0	CRNN	Homo sapiens	1	-	150648342	150653351
254910	0	LCE5A	Homo sapiens	1	+	150749943	150751276
54544	0	CRCT1	Homo sapiens	1	+	150753601	150755104
353145	0	LCE3E	Homo sapiens	1	-	150804753	150805871
84648	0	LCE3D	Homo sapiens	1	-	150818483	150819603
353144	0	LCE3C	Homo sapiens	1	+	150839831	150840115
353143	0	LCE3B	Homo sapiens	1	+	150852910	150853197
353142	0	LCE3A	Homo sapiens	1	-	150861933	150862202
353141	0	LCE2D	Homo sapiens	1	+	150902495	150903758
353140	0	LCE2C	Homo sapiens	1	+	150914394	150915673
26239	0	LCE2B	Homo sapiens	1	+	150925222	150926500
353139	0	LCE2A	Homo sapiens	1	+	150937463	150938541
199834	0	LCE4A	Homo sapiens	1	+	150948175	150948474
448834	0	KPRP	Homo sapiens	1	+	150997129	151001152
353137	0	LCE1F	Homo sapiens	1	+	151015471	151015827
353135	0	LCE1E	Homo sapiens	1	+	151025376	151027525
353134	0	LCE1D	Homo sapiens	1	+	151036894	151037238
353133	0	LCE1C	Homo sapiens	1	-	151043934	151045730
353132	0	LCE1B	Homo sapiens	1	+	151051070	151052208
353131	0	LCE1A	Homo sapiens	1	+	151066572	151066904
4184	0	SMCP	Homo sapiens	1	+	151117421	151124146
3713	0	IVL	Homo sapiens	1	+	151147662	151150985
163778	0	SPRR4	Homo sapiens	1	+	151209751	151211692
6698	0	SPRR1A	Homo sapiens	1	+	151223180	151224913
6707	0	SPRR3	Homo sapiens	1	+	151240848	151242955
6699	0	SPRR1B	Homo sapiens	1	+	151270302	151271999
6703	0	SPRR2D	Homo sapiens	1	-	151278832	151281027
6700	0	SPRR2A	Homo sapiens	1	-	151295219	151296611
6701	0	SPRR2B	Homo sapiens	1	-	151309340	151310707
6704	0	SPRR2E	Homo sapiens	1	-	151332234	151333624
6705	0	SPRR2F	Homo sapiens	1	-	151351235	151352612
6706	0	SPRR2G	Homo sapiens	1	-	151388681	151389960
149018	0	LELP1	Homo sapiens	1	+	151442542	151444219
4014	0	LOR	Homo sapiens	1	+	151498823	151501221
114771	51293	PGLYRP3	Homo sapiens	1	-	151536961	151549817
57115	51293	PGLYRP4	Homo sapiens	1	-	151569219	151587645
6280	49646	S100A9	Homo sapiens	1	+	151596953	151600122
6283	49646	S100A12	Homo sapiens	1	-	151612807	151614698
729544	0	LOC729544	Homo sapiens	1	-	151618916	151619038
645900	0	LOC645900	Homo sapiens	1	-	151619642	151625609
6279	49646	S100A8	Homo sapiens	1	-	151629131	151630172
338324	49647	S100A7A	Homo sapiens	1	+	151655623	151662324
645922	49647	S100A7L2	Homo sapiens	1	-	151676157	151677428
6278	49647	S100A7	Homo sapiens	1	-	151696844	151699760
6277	49646	S100A6	Homo sapiens	1	-	151773699	151775340
6276	49646	S100A5	Homo sapiens	1	-	151776246	151780864
6275	49646	S100A4	Homo sapiens	1	-	151782721	151784905
6274	49646	S100A3	Homo sapiens	1	-	151786432	151788357
6273	49646	S100A2	Homo sapiens	1	-	151800207	151804929
140576	49646	S100A16	Homo sapiens	1	-	151845990	151852137
57402	49646	S100A14	Homo sapiens	1	-	151853354	151855413
6284	49646	S100A13	Homo sapiens	1	-	151857898	151873191
6271	49646	S100A1	Homo sapiens	1	+	151867496	151871136
26097	0	C1orf77	Homo sapiens	1	+	151873148	151884602
23557	0	SNAPIN	Homo sapiens	1	+	151897823	151900929
3608	0	ILF2	Homo sapiens	1	-	151901137	151910102
4881	49320	NPR1	Homo sapiens	1	+	151917736	151933087
65123	0	INTS3	Homo sapiens	1	+	151967190	152013178
11000	0	SLC27A3	Homo sapiens	1	+	152014391	152019256
57459	0	GATAD2B	Homo sapiens	1	-	152045728	152067447
9909	0	DENND4B	Homo sapiens	1	-	152168600	152187090
200186	0	CRTC2	Homo sapiens	1	-	152186774	152197666
27173	0	SLC39A1	Homo sapiens	1	-	152198211	152206811
148327	0	CREB3L4	Homo sapiens	1	+	152207020	152213455
10899	0	JTB	Homo sapiens	1	-	152213368	152217074
5872	49454	RAB13	Homo sapiens	1	-	152220750	152225429
6232	49632	RPS27	Homo sapiens	1	+	152229852	152231249
91181	0	NUP210L	Homo sapiens	1	-	152231784	152378951
7170	49752	TPM3	Homo sapiens	1	-	152395463	152431200
388701	0	C1orf189	Homo sapiens	1	-	152438471	152445432
25912	0	C1orf43	Homo sapiens	1	-	152445806	152459718
9898	0	UBAP2L	Homo sapiens	1	+	152460066	152509952
10456	0	HAX1	Homo sapiens	1	+	152511662	152514974
653690	0	LOC653690	Homo sapiens	1	+	152551561	152552545
89872	50039	AQP10	Homo sapiens	1	+	152560215	152564424
729598	0	LOC729598	Homo sapiens	1	-	152563855	152566077
57198	50126	ATP8B2	Homo sapiens	1	+	152564659	152590403
3570	0	IL6R	Homo sapiens	1	+	152644292	152706811
126669	0	SHE	Homo sapiens	1	-	152718580	152741212
126668	0	TDRD10	Homo sapiens	1	+	152741318	152787246
55585	52105	UBE2Q1	Homo sapiens	1	-	152787676	152797743
1141	49159	CHRNB2	Homo sapiens	1	+	152806880	152815706
103	0	ADAR	Homo sapiens	1	-	152821156	152867060
3782	0	KCNN3	Homo sapiens	1	-	152946525	153109377
10654	0	PMVK	Homo sapiens	1	-	153163833	153176090
57326	0	PBXIP1	Homo sapiens	1	-	153183179	153195190
90780	0	PYGO2	Homo sapiens	1	-	153196125	153200881
6464	52235	SHC1	Homo sapiens	1	-	153201397	153213463
1163	49162	CKS1B	Homo sapiens	1	+	153213837	153218345
80308	0	FLAD1	Homo sapiens	1	+	153222440	153232210
55891	0	LENEP	Homo sapiens	1	+	153232685	153233414
51043	0	ZBTB7B	Homo sapiens	1	+	153253547	153256077
127579	0	DCST2	Homo sapiens	1	-	153257628	153272880
149095	0	DCST1	Homo sapiens	1	+	153272923	153290029
8751	49029	ADAM15	Homo sapiens	1	+	153290385	153301875
1945	0	EFNA4	Homo sapiens	1	+	153302836	153308652
1944	0	EFNA3	Homo sapiens	1	+	153317971	153326637
1942	52022	EFNA1	Homo sapiens	1	+	153366972	153374009
55974	0	RAG1AP1	Homo sapiens	1	+	153374949	153377950
54344	0	DPM3	Homo sapiens	1	-	153378990	153379619
200185	0	KRTCAP2	Homo sapiens	1	-	153408507	153412427
80128	52757	TRIM46	Homo sapiens	1	+	153412983	153424068
4582	0	MUC1	Homo sapiens	1	-	153424923	153429323
7059	50363	THBS3	Homo sapiens	1	-	153432002	153444313
4580	0	MTX1	Homo sapiens	1	+	153445113	153450248
2629	0	GBA	Homo sapiens	1	-	153470866	153481111
10712	0	C1orf2	Homo sapiens	1	-	153483619	153491897
10067	50289	SCAMP3	Homo sapiens	1	-	153492393	153498818
1196	50812	CLK2	Homo sapiens	1	-	153499282	153509904
57657	52428	HCN3	Homo sapiens	1	+	153513997	153526261
5313	50838	PKLR	Homo sapiens	1	-	153526253	153537834
2224	0	FDPS	Homo sapiens	1	+	153545373	153557079
284618	0	C1orf104	Homo sapiens	1	-	153556874	153560561
23623	0	RUSC1	Homo sapiens	1	+	153560991	153567528
55870	0	ASH1L	Homo sapiens	1	-	153573367	153798776
645676	0	LOC645676	Homo sapiens	1	+	153797804	153800919
55154	52482	MSTO1	Homo sapiens	1	+	153846630	153851381
55249	0	YY1AP1	Homo sapiens	1	-	153895868	153925414
7818	0	DAP3	Homo sapiens	1	+	153925497	153974943
54856	0	GON4L	Homo sapiens	1	-	153986133	154093595
23208	50165	SYT11	Homo sapiens	1	+	154095923	154121469
6016	49454	RIT1	Homo sapiens	1	-	154134224	154147800
22889	0	KIAA0907	Homo sapiens	1	-	154149459	154170811
339403	0	RXFP4	Homo sapiens	1	+	154178124	154179248
9181	0	ARHGEF2	Homo sapiens	1	-	154183268	154214574
6746	0	SSR2	Homo sapiens	1	-	154245463	154257350
56893	50685	UBQLN4	Homo sapiens	1	-	154271715	154290139
28956	0	MAPBPIP	Homo sapiens	1	+	154291228	154294922
57111	0	RAB25	Homo sapiens	1	+	154297605	154306871
92312	52476	MEX3A	Homo sapiens	1	-	154308427	154318385
729773	54045	LOC729773	Homo sapiens	1	+	154319045	154330225
4000	50145	LMNA	Homo sapiens	1	+	154351121	154376494
64218	51667	SEMA4A	Homo sapiens	1	+	154390011	154414158
9673	0	SLC25A44	Homo sapiens	1	+	154430522	154449210
11243	0	PMF1	Homo sapiens	1	+	154449407	154476456
632	0	BGLAP	Homo sapiens	1	+	154478628	154479735
79957	52173	PAQR6	Homo sapiens	1	-	154479830	154484466
23381	0	SMG5	Homo sapiens	1	-	154485638	154519243
84283	0	TMEM79	Homo sapiens	1	+	154519362	154528822
112770	0	C1orf85	Homo sapiens	1	-	154529107	154532072
391104	0	VHLL	Homo sapiens	1	-	154535038	154535713
7203	49138	CCT3	Homo sapiens	1	-	154545375	154574818
128229	0	C1orf182	Homo sapiens	1	+	154573726	154583409
57127	49596	RHBG	Homo sapiens	1	+	154605626	154621634
10485	0	C1orf61	Homo sapiens	1	-	154640678	154665807
4209	50147	MEF2D	Homo sapiens	1	-	154700142	154737152
128239	49650	IQGAP3	Homo sapiens	1	-	154761820	154809019
164118	0	TTC24	Homo sapiens	1	+	154817780	154823185
128240	0	APOA1BP	Homo sapiens	1	+	154828181	154830714
54865	0	GPATCH4	Homo sapiens	1	-	154830902	154837893
60484	49184	HAPLN2	Homo sapiens	1	+	154855709	154862140
63827	0	BCAN	Homo sapiens	1	+	154878363	154895943
10763	0	NES	Homo sapiens	1	-	154905178	154913812
1382	49181	CRABP2	Homo sapiens	1	-	154936026	154941998
81875	0	ISG20L2	Homo sapiens	1	-	154959036	154964328
51093	0	C1orf66	Homo sapiens	1	+	154964901	154973364
79590	0	MRPL24	Homo sapiens	1	-	154973717	154977546
3068	0	HDGF	Homo sapiens	1	-	154978525	154988159
5546	0	PRCC	Homo sapiens	1	+	155003897	155037232
9047	0	SH2D2A	Homo sapiens	1	-	155042658	155053225
4914	49881	NTRK1	Homo sapiens	1	+	155052165	155118265
3645	49852	INSRR	Homo sapiens	1	-	155077288	155095289
375033	0	PEAR1	Homo sapiens	1	+	155130146	155152849
149499	0	C1orf92	Homo sapiens	1	+	155157323	155169503
9826	0	ARHGEF11	Homo sapiens	1	-	155171255	155281785
440695	0	ETV3L	Homo sapiens	1	-	155328459	155336223
2117	0	ETV3	Homo sapiens	1	-	155369599	155374800
83416	0	FCRL5	Homo sapiens	1	-	155749790	155788933
729853	0	LOC729853	Homo sapiens	1	-	155749790	155751291
83417	0	FCRL4	Homo sapiens	1	-	155810162	155834493
115352	0	FCRL3	Homo sapiens	1	-	155912894	155937270
79368	0	FCRL2	Homo sapiens	1	-	155982149	156013532
115350	0	FCRL1	Homo sapiens	1	-	156031274	156056514
922	0	CD5L	Homo sapiens	1	-	156067329	156078174
649203	0	LOC649203	Homo sapiens	1	+	156099259	156161681
729866	54048	LOC729866	Homo sapiens	1	-	156161762	156162311
55243	0	KIRREL	Homo sapiens	1	+	156229686	156332469
646268	0	LOC646268	Homo sapiens	1	-	156368454	156377043
912	49139	CD1D	Homo sapiens	1	+	156416360	156421309
909	49139	CD1A	Homo sapiens	1	+	156490550	156494658
911	49139	CD1C	Homo sapiens	1	+	156526427	156530030
910	49139	CD1B	Homo sapiens	1	-	156564402	156567881
913	49139	CD1E	Homo sapiens	1	+	156590402	156593008
128360	49463	OR10T2	Homo sapiens	1	-	156634935	156635879
391107	49463	OR10K2	Homo sapiens	1	-	156656341	156657279
391109	49463	OR10K1	Homo sapiens	1	+	156701975	156702916
343406	49463	OR10R2	Homo sapiens	1	+	156716291	156717298
391112	49463	OR6Y1	Homo sapiens	1	-	156783541	156784518
128367	49463	OR10X1	Homo sapiens	1	-	156815332	156816312
128368	49463	OR10Z1	Homo sapiens	1	+	156842852	156843793
6708	0	SPTA1	Homo sapiens	1	-	156847119	156923111
81448	49463	OR6K2	Homo sapiens	1	-	156936091	156937065
391114	49463	OR6K3	Homo sapiens	1	-	156953581	156954576
128371	49463	OR6K6	Homo sapiens	1	+	156991229	156992260
128372	49463	OR6N1	Homo sapiens	1	-	157002157	157003095
81442	49463	OR6N2	Homo sapiens	1	-	157013095	157014048
4332	49429	MNDA	Homo sapiens	1	+	157067791	157085893
149628	49429	PYHIN1	Homo sapiens	1	+	157167973	157213467
3428	0	IFI16	Homo sapiens	1	+	157246331	157291564
9447	49429	AIM2	Homo sapiens	1	-	157298898	157313270
57863	50874	CADM3	Homo sapiens	1	+	157408043	157438425
2532	0	DARC	Homo sapiens	1	+	157441133	157442913
649458	0	LOC649458	Homo sapiens	1	+	157504634	157513524
2205	49258	FCER1A	Homo sapiens	1	+	157526127	157544637
441911	49463	OR10J3	Homo sapiens	1	-	157550083	157551072
26476	49463	OR10J1	Homo sapiens	1	+	157676172	157677134
127385	49463	OR10J5	Homo sapiens	1	-	157771491	157772420
325	49059	APCS	Homo sapiens	1	+	157824239	157825284
1401	49059	CRP	Homo sapiens	1	-	157948702	157951002
54935	0	DUSP23	Homo sapiens	1	+	158017382	158018956
343413	0	FCRL6	Homo sapiens	1	+	158038837	158052074
56833	0	SLAMF8	Homo sapiens	1	+	158063224	158073905
391123	0	VSIG8	Homo sapiens	1	-	158090729	158099070
25790	0	CCDC19	Homo sapiens	1	-	158108777	158136529
8407	49722	TAGLN2	Homo sapiens	1	-	158154526	158161907
57549	0	IGSF9	Homo sapiens	1	-	158163454	158182009
89886	0	SLAMF9	Homo sapiens	1	-	158187907	158190633
391124	0	LOC391124	Homo sapiens	1	+	158256836	158257198
93183	0	PIGM	Homo sapiens	1	-	158266306	158268371
3766	49381	KCNJ10	Homo sapiens	1	-	158274656	158306584
3765	49381	KCNJ9	Homo sapiens	1	+	158317983	158325835
93185	0	IGSF8	Homo sapiens	1	-	158327753	158335039
477	49078	ATP1A2	Homo sapiens	1	+	158352171	158380004
480	49078	ATP1A4	Homo sapiens	1	+	158387986	158423390
844	0	CASQ1	Homo sapiens	1	+	158426988	158438299
729867	54049	LOC729867	Homo sapiens	1	-	158438612	158441915
8682	0	PEA15	Homo sapiens	1	+	158441748	158451785
50717	52125	WDR42A	Homo sapiens	1	-	158452128	158498602
5824	0	PEX19	Homo sapiens	1	-	158513225	158521554
1314	0	COPA	Homo sapiens	1	-	158525686	158580078
23385	0	NCSTN	Homo sapiens	1	+	158579686	158595365
4807	0	NHLH1	Homo sapiens	1	+	158603497	158609228
57216	51577	VANGL2	Homo sapiens	1	+	158636987	158665087
114836	49146	SLAMF6	Homo sapiens	1	-	158721443	158759665
8832	49146	CD84	Homo sapiens	1	-	158782418	158815888
6504	0	SLAMF1	Homo sapiens	1	-	158846512	158883492
962	0	CD48	Homo sapiens	1	-	158915159	158948208
57823	0	SLAMF7	Homo sapiens	1	+	158975700	158991224
4063	0	LY9	Homo sapiens	1	+	159032551	159064668
51744	0	CD244	Homo sapiens	1	-	159066573	159099268
55600	51389	ITLN1	Homo sapiens	1	-	159112953	159121583
142683	51389	ITLN2	Homo sapiens	1	-	159181439	159191212
50848	50680	F11R	Homo sapiens	1	-	159232607	159275357
7391	49775	USF1	Homo sapiens	1	-	159275664	159282380
257106	0	ARHGAP30	Homo sapiens	1	-	159283355	159306383
81607	0	PVRL4	Homo sapiens	1	-	159308119	159325965
126823	0	KLHDC9	Homo sapiens	1	+	159334777	159336759
5202	0	PFDN2	Homo sapiens	1	-	159336969	159354489
4817	50151	NIT1	Homo sapiens	1	+	159354514	159357480
9191	51210	DEDD	Homo sapiens	1	-	159357390	159369101
51506	0	UFC1	Homo sapiens	1	+	159390172	159395269
27005	0	USP21	Homo sapiens	1	+	159395877	159402139
5498	0	PPOX	Homo sapiens	1	+	159402817	159407633
8703	0	B4GALT3	Homo sapiens	1	-	159407724	159413937
9507	50323	ADAMTS4	Homo sapiens	1	-	159426161	159435467
4720	0	NDUFS2	Homo sapiens	1	+	159435728	159450808
2207	0	FCER1G	Homo sapiens	1	+	159451710	159455661
336	0	APOA2	Homo sapiens	1	-	159458706	159460041
84134	0	TOMM40L	Homo sapiens	1	+	159462456	159467031
9970	49580	NR1I3	Homo sapiens	1	-	159466080	159474578
654790	0	PCP4L1	Homo sapiens	1	+	159495140	159521869
4359	0	MPZ	Homo sapiens	1	-	159541150	159546376
6391	0	SDHC	Homo sapiens	1	+	159550789	159601164
257177	0	C1orf192	Homo sapiens	1	-	159601144	159604287
729907	0	LOC729907	Homo sapiens	1	-	159697932	159701402
729912	0	LOC729912	Homo sapiens	1	-	159705312	159708783
2212	49258	FCGR2A	Homo sapiens	1	+	159741843	159755983
3310	50102	HSPA6	Homo sapiens	1	+	159760659	159763310
2214	49258	FCGR3A	Homo sapiens	1	-	159778172	159786441
9103	49258	FCGR2C	Homo sapiens	1	+	159817849	159845990
2215	49258	FCGR3B	Homo sapiens	1	-	159859676	159867524
2213	49258	FCGR2B	Homo sapiens	1	+	159899563	159914574
84824	0	FCRLA	Homo sapiens	1	+	159943385	159950765
127943	0	FCRLB	Homo sapiens	1	+	159959080	159964556
11266	0	DUSP12	Homo sapiens	1	+	159986204	159993575
22926	0	ATF6	Homo sapiens	1	+	160002707	160195475
25903	0	OLFML2B	Homo sapiens	1	-	160219605	160260267
9722	0	NOS1AP	Homo sapiens	1	+	160306204	160604863
284680	0	C1orf111	Homo sapiens	1	-	160610430	160613274
117157	49667	SH2D1B	Homo sapiens	1	-	160631679	160648551
646604	0	LOC646604	Homo sapiens	1	+	160681056	160682886
127933	0	UHMK1	Homo sapiens	1	+	160734278	160760467
6675	0	UAP1	Homo sapiens	1	+	160797946	160836250
4921	52434	DDR2	Homo sapiens	1	+	160868851	161016878
51478	50606	HSD17B7	Homo sapiens	1	+	161027119	161049231
339512	0	C1orf110	Homo sapiens	1	-	161087729	161105228
5999	49591	RGS4	Homo sapiens	1	+	161305774	161313003
8490	49591	RGS5	Homo sapiens	1	-	161378715	161439495
83540	0	NUF2	Homo sapiens	1	+	161558348	161592171
5087	49478	PBX1	Homo sapiens	1	+	162795560	163082933
4009	49402	LMX1A	Homo sapiens	1	-	163437728	163591640
6258	49644	RXRG	Homo sapiens	1	-	163636973	163681053
440699	0	LRRC52	Homo sapiens	1	+	163779867	163799821
4259	0	MGST3	Homo sapiens	1	+	163867073	163891480
223	49043	ALDH9A1	Homo sapiens	1	-	163898076	163934723
54499	0	TMCO1	Homo sapiens	1	-	163963130	164004711
7371	51103	UCK2	Homo sapiens	1	+	164063513	164143966
149297	0	FAM78B	Homo sapiens	1	-	164305879	164402829
729981	0	LOC729981	Homo sapiens	1	+	164402191	164402863
57645	0	POGK	Homo sapiens	1	+	165075347	165090332
117143	0	TADA1L	Homo sapiens	1	-	165092370	165112102
387597	0	C1orf32	Homo sapiens	1	-	165154619	165211184
84944	0	MAEL	Homo sapiens	1	+	165225142	165258070
10223	0	GPA33	Homo sapiens	1	-	165288705	165326491
92235	0	DUSP27	Homo sapiens	1	+	165330710	165365025
5451	0	POU2F1	Homo sapiens	1	+	165456766	165651965
919	0	CD247	Homo sapiens	1	-	165666504	165754449
8804	0	CREG1	Homo sapiens	1	-	165776873	165789679
92241	0	RCSD1	Homo sapiens	1	+	165865953	165942109
9019	0	MPZL1	Homo sapiens	1	+	165957831	166026683
55811	0	ADCY10	Homo sapiens	1	-	166045505	166149963
25874	0	BRP44	Homo sapiens	1	-	166153933	166171856
55827	0	IQWD1	Homo sapiens	1	+	166172531	166311704
730107	52798	LOC730107	Homo sapiens	1	-	166291190	166292356
23432	0	GPR161	Homo sapiens	1	-	166320620	166372247
