# An example of input file for detection of syntenies by CHSMiner		
# from public ortholog database HomoloGene (http://www.ncbi.nlm.nih.gov/sites/entrez?db=homologene)
# GeneID	FamilyID	Symbol	Organism	Chromosome	Orient	Start	End
85461	18946	TANC1	Homo sapiens	2	+	159533391	159797415
151525	17609	WDSUB1	Homo sapiens	2	-	159800557	159851308
29994	8394	BAZ2B	Homo sapiens	2	-	159883735	160181304
643072	90155	LOC643072	Homo sapiens	2	+	160173926	160182004
64844	10753	7-Mar	Homo sapiens	2	+	160277255	160333329
9936	8919	CD302	Homo sapiens	2	-	160333609	160362998
4065	31085	LY75	Homo sapiens	2	-	160368117	160469492
22925	32016	PLA2R1	Homo sapiens	2	-	160506257	160627366
3694	685	ITGB6	Homo sapiens	2	-	160666478	160764835
5937	9640	RBMS1	Homo sapiens	2	-	160838757	161058550
10010	3081	TANK	Homo sapiens	2	+	161701711	161800927
10213	4240	PSMD14	Homo sapiens	2	+	161873185	161976171
10716	4807	TBR1	Homo sapiens	2	+	161980865	161989818
57282	23340	SLC4A10	Homo sapiens	2	+	162189191	162548488
1803	3279	DPP4	Homo sapiens	2	-	162557000	162639297
2641	1553	GCG	Homo sapiens	2	-	162707633	162717002
2191	48282	FAP	Homo sapiens	2	-	162735445	162808290
64135	32535	IFIH1	Homo sapiens	2	-	162831834	162883284
25801	22702	GCA	Homo sapiens	2	+	162908895	162925874
90134	13249	KCNH7	Homo sapiens	2	-	162936162	163403485
55137	5813	FIGN	Homo sapiens	2	-	164172363	164300758
2888	3303	GRB14	Homo sapiens	2	-	165057568	165186605
22837	8933	COBLL1	Homo sapiens	2	-	165249501	165406173
151258	5775	FLJ39822	Homo sapiens	2	-	165463057	165520280
6328	56005	SCN3A	Homo sapiens	2	-	165652285	165768800
6326	75001	SCN2A	Homo sapiens	2	+	165804157	165957065
79809	57006	TTC21B	Homo sapiens	2	-	165905839	166518593
80034	11803	FAM130A2	Homo sapiens	2	+	166137135	166245457
2591	55827	GALNT3	Homo sapiens	2	-	166311567	166335455
6323	21375	SCN1A	Homo sapiens	2	-	166553915	166638376
6335	2237	SCN9A	Homo sapiens	2	-	166763052	166876559
6332	55706	SCN7A	Homo sapiens	2	-	166970134	167051723
129446	19388	CMYA3	Homo sapiens	2	+	167700700	167816812
728375	89512	LOC728375	Homo sapiens	2	-	168128039	168128629
8708	41362	B3GALT1	Homo sapiens	2	+	168383427	168435611
27347	22739	STK39	Homo sapiens	2	-	168518776	168812350
253782	72228	LASS6	Homo sapiens	2	+	169021080	169339397
115677	43142	NOSTRIN	Homo sapiens	2	+	169367352	169429810
57405	41387	SPC25	Homo sapiens	2	-	169435646	169455189
57818	41423	G6PC2	Homo sapiens	2	+	169466087	169472834
8647	74509	ABCB11	Homo sapiens	2	-	169487694	169596078
10170	26079	DHRS9	Homo sapiens	2	+	169629544	169660922
4036	20952	LRP2	Homo sapiens	2	-	169693105	169927258
129880	12471	BBS5	Homo sapiens	2	+	170044251	170071410
10324	4421	KBTBD10	Homo sapiens	2	+	170074457	170091017
79675	36420	FASTKD1	Homo sapiens	2	-	170094512	170138567
9360	3520	PPIG	Homo sapiens	2	+	170149095	170202499
129881	18989	LOC129881	Homo sapiens	2	-	170210180	170259443
493911	41756	PHOSPHO2	Homo sapiens	2	+	170259220	170266463
151230	18628	KLHL23	Homo sapiens	2	+	170259246	170314683
6741	2366	SSB	Homo sapiens	2	+	170363634	170376820
29081	8570	METTL5	Homo sapiens	2	-	170376512	170389598
130507	52092	ZNF650	Homo sapiens	2	+	170514547	170648882
140469	51393	MYO3B	Homo sapiens	2	+	170742900	171219236
440925	88523	LOC440925	Homo sapiens	2	-	171277206	171279322
389058	11190	SP5	Homo sapiens	2	+	171280106	171282742
728350	94082	LOC728350	Homo sapiens	2	+	171316481	171317856
643684	90050	LOC643684	Homo sapiens	2	+	171335437	171343481
285141	75226	LOC285141	Homo sapiens	2	+	171348546	171363726
2571	635	GAD1	Homo sapiens	2	+	171381445	171425906
26003	9180	GORASP2	Homo sapiens	2	+	171493956	171531885
9874	8185	TLK1	Homo sapiens	2	-	171556813	171725205
79828	11706	METTL8	Homo sapiens	2	-	171888006	171998864
644166	88129	LOC644166	Homo sapiens	2	-	171939601	171940258
80067	65979	C2orf37	Homo sapiens	2	+	171979173	172046913
401019	99868	LOC401019	Homo sapiens	2	-	172068149	172082504
79901	69387	CYBRD1	Homo sapiens	2	+	172087228	172122884
1781	37921	DYNC1I2	Homo sapiens	2	+	172252227	172313164
8604	48235	SLC25A12	Homo sapiens	2	-	172349125	172458978
8520	2701	HAT1	Homo sapiens	2	+	172487203	172556845
254042	11987	MAP1D	Homo sapiens	2	+	172573049	172653832
1745	22558	DLX1	Homo sapiens	2	+	172658453	172662647
1746	3244	DLX2	Homo sapiens	2	-	172672411	172675723
3655	20091	ITGA6	Homo sapiens	2	+	173000615	173079250
5163	20576	PDK1	Homo sapiens	2	+	173129024	173172107
11069	4451	RAPGEF4	Homo sapiens	2	+	173308852	173625860
51776	32331	ZAK	Homo sapiens	2	+	173648810	173840982
83879	49970	CDCA7	Homo sapiens	2	+	173927806	173941963
643997	90311	LOC643997	Homo sapiens	2	-	174058690	174059335
644056	85608	LOC644056	Homo sapiens	2	-	174453838	174472401
6670	7952	SP3	Homo sapiens	2	-	174481503	174538308
29789	5361	GTPBP9	Homo sapiens	2	-	174645420	174821610
9541	3589	CIR	Homo sapiens	2	-	174921123	174968688
79634	11601	SCRN3	Homo sapiens	2	+	174968712	175001973
151556	16584	GPR155	Homo sapiens	2	-	175004620	175060056
7456	86891	WIPF1	Homo sapiens	2	-	175132547	175207549
1134	59	CHRNA1	Homo sapiens	2	-	175320565	175337426
1123	31056	CHN1	Homo sapiens	2	-	175372337	175578360
1386	31061	ATF2	Homo sapiens	2	-	175647251	175741142
518	1276	ATP5G3	Homo sapiens	2	-	175749233	175754720
80856	12319	KIAA1715	Homo sapiens	2	-	176498655	176575263
344191	74879	EVX2	Homo sapiens	2	-	176653080	176656935
3239	20147	HOXD13	Homo sapiens	2	+	176665777	176668045
3238	7369	HOXD12	Homo sapiens	2	+	176672775	176673733
3237	7368	HOXD11	Homo sapiens	2	+	176680329	176682561
3236	1619	HOXD10	Homo sapiens	2	+	176689737	176692915
3235	8409	HOXD9	Homo sapiens	2	+	176695333	176697769
3234	10473	HOXD8	Homo sapiens	2	+	176702722	176704973
401021	89607	LOC401021	Homo sapiens	2	+	176709081	176713364
3233	7773	HOXD4	Homo sapiens	2	+	176724358	176726196
3232	5034	HOXD3	Homo sapiens	2	+	176737050	176746071
3231	7772	HOXD1	Homo sapiens	2	+	176761552	176763880
10651	4777	MTX2	Homo sapiens	2	+	176842382	176910998
220988	62463	HNRPA3	Homo sapiens	2	+	177785773	177792272
4780	2412	NFE2L2	Homo sapiens	2	-	177803281	177837662
8540	2716	AGPS	Homo sapiens	2	+	177965730	178112410
150737	71716	TTC30B	Homo sapiens	2	-	178123480	178125749
92104	69467	TTC30A	Homo sapiens	2	-	178187271	178191939
50940	56763	PDE11A	Homo sapiens	2	-	178201056	178645727
129831	15560	DRB1	Homo sapiens	2	+	178685427	178702628
114880	101447	OSBPL6	Homo sapiens	2	+	178767619	178969122
8575	2738	PRKRA	Homo sapiens	2	-	179004394	179024109
51661	22568	FKBP7	Homo sapiens	2	-	179038266	179051567
65977	10417	PLEKHA3	Homo sapiens	2	+	179053444	179078028
7273	26418	TTN	Homo sapiens	2	-	179098961	179380393
285025	52149	FLJ39502	Homo sapiens	2	-	179408736	179457922
91404	45505	SESTD1	Homo sapiens	2	-	179681775	179764840
151126	17606	ZNF533	Homo sapiens	2	-	180014953	180434311
57703	6048	KIAA1604	Homo sapiens	2	-	180517847	180580089
10477	4636	UBE2E3	Homo sapiens	2	+	181553356	181636394
3676	37364	ITGA4	Homo sapiens	2	+	182029863	182110718
375298	52396	CERKL	Homo sapiens	2	-	182109649	182229995
4760	1871	NEUROD1	Homo sapiens	2	-	182249439	182253498
6744	4912	SSFA2	Homo sapiens	2	+	182464926	182503705
151242	18170	PPP1R1C	Homo sapiens	2	+	182558795	182690727
5136	21043	PDE1A	Homo sapiens	2	-	182715427	183095709
54431	10358	DNAJC10	Homo sapiens	2	+	183289243	183351499
2487	1126	FRZB	Homo sapiens	2	-	183406981	183439742
10787	8384	NCKAP1	Homo sapiens	2	-	183497849	183611473
142679	41565	DUSP19	Homo sapiens	2	+	183651731	183672980
129401	44517	NUP35	Homo sapiens	2	+	183697327	183734652
91752	18461	ZNF804A	Homo sapiens	2	+	185171337	185512458
285135	52633	FSIP2	Homo sapiens	2	+	186318511	186339520
401024	89360	FLJ44048	Homo sapiens	2	+	186378772	186406260
55854	10216	ZC3H15	Homo sapiens	2	+	187059129	187082326
3685	20510	ITGAV	Homo sapiens	2	+	187163044	187253872
165215	18462	KIAA1946	Homo sapiens	2	+	187267033	187336758
151112	32689	ZSWIM2	Homo sapiens	2	-	187400451	187422141
10203	21179	CALCRL	Homo sapiens	2	-	187918075	188021259
7035	4579	TFPI	Homo sapiens	2	-	188039529	188127409
51454	9467	GULP1	Homo sapiens	2	+	188865634	189168897
1281	55433	COL3A1	Homo sapiens	2	+	189547343	189585716
1290	20119	COL5A2	Homo sapiens	2	-	189604885	189752849
84128	32771	WDR75	Homo sapiens	2	+	190014403	190048508
30061	40959	SLC40A1	Homo sapiens	2	-	190133560	190153857
54529	6564	ASNSD1	Homo sapiens	2	+	190234390	190243799
150709	85163	ANKAR	Homo sapiens	2	+	190249674	190319614
64172	5561	OSGEPL1	Homo sapiens	2	-	190323504	190334633
94101	41135	ORMDL1	Homo sapiens	2	-	190343294	190355676
5378	449	PMS1	Homo sapiens	2	+	190357354	190450599
2660	3850	MSTN	Homo sapiens	2	-	190628670	190635699
84281	49994	MGC13057	Homo sapiens	2	+	190753925	190773184
26275	5607	HIBCH	Homo sapiens	2	-	190777604	190892803
3628	1655	INPP1	Homo sapiens	2	+	190916683	190944551
54842	9784	FLJ20160	Homo sapiens	2	+	191008943	191075048
4664	4352	NAB1	Homo sapiens	2	+	191222092	191265736
2744	22726	GLS	Homo sapiens	2	+	191453840	191538516
6772	21428	STAT1	Homo sapiens	2	-	191542120	191587180
6775	20679	STAT4	Homo sapiens	2	-	191602550	191724169
4430	7856	MYO1B	Homo sapiens	2	+	191818374	191998286
729245	89693	LOC729245	Homo sapiens	2	+	192220933	192251554
64859	57094	OBFC2A	Homo sapiens	2	+	192251502	192259905
8436	3422	SDPR	Homo sapiens	2	-	192407280	192420225
23671	9417	TMEFF2	Homo sapiens	2	-	192522987	192767888
729292	88117	LOC729292	Homo sapiens	2	-	194454710	194464105
57181	34076	SLC39A10	Homo sapiens	2	+	196230183	196310662
56171	41287	DNAH7	Homo sapiens	2	-	196310672	196641775
9262	31231	STK17B	Homo sapiens	2	-	196710101	196744519
57520	66192	HECW2	Homo sapiens	2	-	196772221	197165579
284992	15814	FLJ39660	Homo sapiens	2	+	197212600	197305774
9330	40805	GTF3C3	Homo sapiens	2	-	197337344	197372669
401027	66182	UNQ6411	Homo sapiens	2	-	197378253	197383244
80055	41605	PGAP1	Homo sapiens	2	-	197405972	197499698
91526	27547	ANKRD44	Homo sapiens	2	-	197567494	197771006
23451	6696	SF3B1	Homo sapiens	2	-	197964942	198008015
80219	6916	COQ10B	Homo sapiens	2	+	198026475	198048095
3329	1626	HSPD1	Homo sapiens	2	-	198059552	198073242
3336	20500	HSPE1	Homo sapiens	2	+	198073364	198076415
25843	9116	PREI3	Homo sapiens	2	+	198088564	198125588
130132	16954	RFTN2	Homo sapiens	2	-	198143772	198248828
92935	6009	MARS2	Homo sapiens	2	+	198278331	198281358
66037	33650	BOLL	Homo sapiens	2	-	198299855	198359182
5334	38155	PLCL1	Homo sapiens	2	+	198523730	198721292
23314	32249	SATB2	Homo sapiens	2	-	199842468	200033445
150538	89187	FLJ32063	Homo sapiens	2	+	200042863	200049902
348751	88299	LOC348751	Homo sapiens	2	-	200333517	200424979
205327	13624	FLJ38973	Homo sapiens	2	+	200484273	200501240
129450	72085	FLJ37953	Homo sapiens	2	-	200501878	200528467
79568	11565	C2orf47	Homo sapiens	2	+	200528284	200537084
26010	56711	DNAPTP6	Homo sapiens	2	+	200879040	201051497
130535	12710	KCTD18	Homo sapiens	2	-	201061925	201083036
151246	51867	SGOL2	Homo sapiens	2	+	201099184	201156749
316	68165	AOX1	Homo sapiens	2	+	201158975	201244462
1195	101535	CLK1	Homo sapiens	2	-	201425977	201437666
53938	41717	PPIL3	Homo sapiens	2	-	201443923	201462243
60491	5881	NIF3L1	Homo sapiens	2	+	201462390	201476897
4999	4512	ORC2L	Homo sapiens	2	-	201483138	201536654
285172	18184	FAM126B	Homo sapiens	2	-	201552031	201644636
645691	90603	LOC645691	Homo sapiens	2	+	201635984	201637739
4709	37630	NDUFB3	Homo sapiens	2	+	201644778	201658709
8837	7652	CFLAR	Homo sapiens	2	+	201689135	201737259
843	50038	CASP10	Homo sapiens	2	+	201756099	201802354
841	7657	CASP8	Homo sapiens	2	+	201806425	201860676
389286	88553	LOC389286	Homo sapiens	2	+	201855045	201856102
130540	51399	ALS2CR12	Homo sapiens	2	-	201861229	201924420
66008	22861	TRAK2	Homo sapiens	2	-	201950174	202024498
55437	10237	ALS2CR2	Homo sapiens	2	+	202024636	202053694
151254	51868	ALS2CR11	Homo sapiens	2	-	202060392	202192142
65062	17570	ALS2CR4	Homo sapiens	2	-	202196667	202215911
58538	23296	MPP4	Homo sapiens	2	-	202217864	202271661
57679	23264	ALS2	Homo sapiens	2	-	202273521	202353982
65061	64641	ALS2CR7	Homo sapiens	2	+	202379442	202466510
729487	89739	LOC729487	Homo sapiens	2	+	202538223	202607588
8324	20751	FZD7	Homo sapiens	2	+	202607554	202611404
165057	52747	FLJ39061	Homo sapiens	2	+	202646263	202686571
729224	89947	LOC729224	Homo sapiens	2	-	202687218	202688066
339809	90453	LOC339809	Homo sapiens	2	+	202708683	202770829
7341	2514	SUMO1	Homo sapiens	2	-	202779147	202811566
51602	7024	NOP5/NOP58	Homo sapiens	2	+	202838759	202876628
659	929	BMPR2	Homo sapiens	2	+	202949915	203140718
150864	18307	ALS2CR13	Homo sapiens	2	+	203208455	203342724
130026	16323	ICA1L	Homo sapiens	2	-	203350012	203444609
55759	10098	WDR12	Homo sapiens	2	-	203453574	203484638
644870	90312	LOC644870	Homo sapiens	2	+	203484409	203487746
79800	11689	ALS2CR8	Homo sapiens	2	+	203485702	203557156
65065	16453	NBEAL1	Homo sapiens	2	+	203708717	203790961
57404	18584	CYP20A1	Homo sapiens	2	+	203811657	203870204
10152	4209	ABI2	Homo sapiens	2	+	203901406	204000576
65059	71030	RAPH1	Homo sapiens	2	-	204006782	204108302
940	4473	CD28	Homo sapiens	2	+	204279442	204310800
729543	89753	LOC729543	Homo sapiens	2	+	204415465	204435668
1493	3820	CTLA4	Homo sapiens	2	+	204440753	204446927
29851	8097	ICOS	Homo sapiens	2	+	204509747	204534544
117583	35389	PARD3B	Homo sapiens	2	+	205118760	206188781
8828	2875	NRP2	Homo sapiens	2	+	206255468	206371101
54891	9819	FLJ20309	Homo sapiens	2	-	206576810	206659150
729332	89956	LOC729332	Homo sapiens	2	+	206613400	206613813
4719	3670	NDUFS1	Homo sapiens	2	-	206696047	206732431
1933	1480	EEF1B2	Homo sapiens	2	+	206732562	206735897
2825	21094	GPR1	Homo sapiens	2	-	206748284	206786389
57683	52868	ZDBF2	Homo sapiens	2	+	206847765	206887406
8745	2826	ADAM23	Homo sapiens	2	+	207016612	207190929
200726	19117	LOC200726	Homo sapiens	2	+	207217193	207222417
130752	57110	MDH1B	Homo sapiens	2	-	207310731	207338294
22868	8957	FASTKD2	Homo sapiens	2	+	207338616	207365474
130749	80747	CPO	Homo sapiens	2	+	207512568	207542404
8609	2751	KLF7	Homo sapiens	2	-	207653773	207738858
1385	3223	CREB1	Homo sapiens	2	+	208102930	208171817
151194	41658	FAM119A	Homo sapiens	2	-	208185070	208197952
151195	65050	CCNYL1	Homo sapiens	2	+	208284508	208327433
7855	2590	FZD5	Homo sapiens	2	-	208339532	208342362
389072	18459	LOC389072	Homo sapiens	2	-	208401287	208574636
1421	36213	CRYGD	Homo sapiens	2	-	208694576	208697457
1420	36281	CRYGC	Homo sapiens	2	-	208701107	208702871
1419	3816	CRYGB	Homo sapiens	2	-	208715541	208719124
1418	7281	CRYGA	Homo sapiens	2	-	208733708	208736632
389073	52177	LOC389073	Homo sapiens	2	-	208738315	208763202
3417	21195	IDH1	Homo sapiens	2	-	208809197	208828050
200576	32115	PIP5K3	Homo sapiens	2	+	208839235	208931719
5746	3701	PTHR2	Homo sapiens	2	+	208979800	209067475
4133	1779	MAP2	Homo sapiens	2	+	209997015	210307078
285175	50822	C2orf21	Homo sapiens	2	+	210344961	210369515
6120	12005	RPE	Homo sapiens	2	+	210575596	210594535
151050	27376	FLJ23861	Homo sapiens	2	-	210593679	210744295
33	37498	ACADL	Homo sapiens	2	-	210760958	210798391
4632	23194	MYL1	Homo sapiens	2	-	210863121	210888141
10314	4417	LANCL1	Homo sapiens	2	-	211004219	211049675
1373	68208	CPS1	Homo sapiens	2	+	211129582	211252075
2066	21084	ERBB4	Homo sapiens	2	-	211955059	213111531
646249	46002	LOC646249	Homo sapiens	2	+	213404768	213406334
22807	22659	IKZF2	Homo sapiens	2	-	213579588	213723302
79582	11572	SPAG16	Homo sapiens	2	+	213857360	214983469
402117	27945	LOC402117	Homo sapiens	2	+	214984536	215149051
580	400	BARD1	Homo sapiens	2	-	215301521	215382610
285176	87973	LOC285176	Homo sapiens	2	+	215407768	215420483
26154	45441	ABCA12	Homo sapiens	2	-	215504510	215711395
471	2983	ATIC	Homo sapiens	2	+	215885080	215922723
2335	1533	FN1	Homo sapiens	2	-	215933421	216009035
646324	90169	LOC646324	Homo sapiens	2	-	216194193	216400408
55686	9954	MREG	Homo sapiens	2	-	216515772	216586559
55825	69255	PECR	Homo sapiens	2	-	216611376	216654776
92691	16305	TMEM169	Homo sapiens	2	+	216654886	216675738
7520	40681	XRCC5	Homo sapiens	2	+	216682377	216779247
57574	66199	4-Mar	Homo sapiens	2	-	216830833	216944994
50485	8558	SMARCAL1	Homo sapiens	2	+	216986819	217056020
6168	47964	RPL37A	Homo sapiens	2	+	217071764	217074434
3485	499	IGFBP2	Homo sapiens	2	+	217206371	217237403
3488	56489	IGFBP5	Homo sapiens	2	-	217245072	217268515
7141	2465	TNP1	Homo sapiens	2	-	217432425	217433026
729582	89968	LOC729582	Homo sapiens	2	-	218173344	218329560
7145	11219	TNS1	Homo sapiens	2	-	218375746	218517005
285180	52359	RUFY4	Homo sapiens	2	+	218607955	218663547
3579	10439	IL8RB	Homo sapiens	2	+	218698990	218710219
3577	68074	IL8RA	Homo sapiens	2	-	218735812	218739960
10109	4187	ARPC2	Homo sapiens	2	+	218790118	218827315
151306	18125	GPBAR1	Homo sapiens	2	+	218833996	218836825
14	846	AAMP	Homo sapiens	2	-	218837096	218843136
25953	75045	PNKD	Homo sapiens	2	+	218843456	218919759
64114	36404	TMBIM1	Homo sapiens	2	-	218847160	218865523
375307	18888	MGC50811	Homo sapiens	2	+	218929822	218941060
6556	73884	SLC11A1	Homo sapiens	2	+	218955160	218968740
58190	100834	CTDSP1	Homo sapiens	2	+	218972721	218978907
7429	5169	VIL1	Homo sapiens	2	+	218996721	219022488
57695	10858	USP37	Homo sapiens	2	-	219023217	219141292
9125	3973	RQCD1	Homo sapiens	2	+	219141921	219167242
84812	88782	PLCD4	Homo sapiens	2	+	219180875	219210147
7701	3723	ZNF142	Homo sapiens	2	-	219210882	219232598
617	3193	BCS1L	Homo sapiens	2	+	219232701	219236409
64320	11193	RNF25	Homo sapiens	2	-	219236830	219245024
27148	49432	STK36	Homo sapiens	2	+	219245052	219275681
9654	8764	TTLL4	Homo sapiens	2	+	219283886	219327651
1593	36040	CYP27A1	Homo sapiens	2	+	219354948	219388258
53632	23006	PRKAG3	Homo sapiens	2	-	219395349	219404755
7475	4756	WNT6	Homo sapiens	2	+	219432789	219447197
80326	22525	WNT10A	Homo sapiens	2	+	219453498	219466894
8941	2924	CDK5R2	Homo sapiens	2	+	219532641	219535120
54738	9706	FEV	Homo sapiens	2	-	219554052	219558622
1412	10991	CRYBA2	Homo sapiens	2	-	219563155	219566370
255101	28093	CCDC108	Homo sapiens	2	-	219575819	219614488
3549	22586	IHH	Homo sapiens	2	-	219628172	219633432
79840	11714	NHEJ1	Homo sapiens	2	-	219648291	219733766
151295	65865	SLC23A3	Homo sapiens	2	-	219734430	219742958
27013	9238	C2orf24	Homo sapiens	2	-	219744862	219749930
79137	11507	FAM134A	Homo sapiens	2	+	219751197	219756455
130617	32671	ZFAND2B	Homo sapiens	2	+	219779781	219782616
10058	11375	ABCB6	Homo sapiens	2	-	219782737	219791915
79065	34495	ATG9A	Homo sapiens	2	-	219792345	219802573
55139	41225	ANKZF1	Homo sapiens	2	+	219802785	219809614
79411	75208	GLB1L	Homo sapiens	2	-	219809736	219818374
8576	2739	STK16	Homo sapiens	2	+	219818435	219821872
7277	68496	TUBA4A	Homo sapiens	2	-	219823244	219826881
3300	4902	DNAJB2	Homo sapiens	2	+	219852283	219859865
5798	48142	PTPRN	Homo sapiens	2	-	219862588	219882386
389075	7516	RESP18	Homo sapiens	2	-	219900374	219905594
23549	6110	DNPEP	Homo sapiens	2	-	219947159	219960875
1674	56469	DES	Homo sapiens	2	+	219991342	219999704
10290	89808	SPEG	Homo sapiens	2	+	220007943	220008877
729871	55619	LOC729871	Homo sapiens	2	+	220015006	220071154
29926	8346	GMPPA	Homo sapiens	2	+	220071856	220079954
55515	11166	ACCN4	Homo sapiens	2	+	220087295	220111737
79586	11574	CHPF	Homo sapiens	2	-	220111921	220116681
130612	44245	MGC99813	Homo sapiens	2	+	220116988	220123560
729875	89810	LOC729875	Homo sapiens	2	-	220123693	220128715
23363	88253	OBSL1	Homo sapiens	2	-	220126815	220145133
3623	1652	INHA	Homo sapiens	2	+	220145197	220148670
114790	12406	STK11IP	Homo sapiens	2	+	220170839	220189417
6508	38005	SLC4A3	Homo sapiens	2	+	220200526	220214935
2043	20933	EPHA4	Homo sapiens	2	-	221990990	222145253
729770	89982	LOC729770	Homo sapiens	2	+	222145469	222147418
646644	90533	LOC646644	Homo sapiens	2	+	222517126	222517773
5077	22494	PAX3	Homo sapiens	2	-	222772850	222871943
151278	89188	FLJ32447	Homo sapiens	2	+	222871109	222878179
130367	51848	SGPP2	Homo sapiens	2	+	222997565	223131860
10056	4160	FARSB	Homo sapiens	2	-	223143498	223229048
116255	22325	MOGAT1	Homo sapiens	2	+	223244700	223282892
2181	3278	ACSL3	Homo sapiens	2	+	223433975	223516362
23704	10959	KCNE4	Homo sapiens	2	+	223625170	223626872
7857	2591	SCG2	Homo sapiens	2	-	224169901	224175364
130340	65622	AP1S3	Homo sapiens	2	-	224328290	224410562
57590	10825	WDFY1	Homo sapiens	2	-	224448308	224518295
65080	11293	MRPL44	Homo sapiens	2	+	224530377	224540667
5270	21247	SERPINE2	Homo sapiens	2	-	224548117	224612236
8452	2661	CUL3	Homo sapiens	2	-	225043112	225158357
55619	45952	DOCK10	Homo sapiens	2	-	225338051	225407156
57624	18239	KIAA1486	Homo sapiens	2	+	225973607	226226977
646736	90555	LOC646736	Homo sapiens	2	+	226715694	226753594
3667	4049	IRS1	Homo sapiens	2	-	227308181	227372718
84236	12659	RHBDD1	Homo sapiens	2	+	227409016	227569835
1286	20071	COL4A4	Homo sapiens	2	-	227578167	227737518
1285	68033	COL4A3	Homo sapiens	2	+	227737524	227887750
56947	87000	C2orf33	Homo sapiens	2	+	227900471	227930792
79853	11722	TM4SF20	Homo sapiens	2	-	227935115	227952263
3267	37929	HRB	Homo sapiens	2	+	228045285	228130547
645790	90081	LOC645790	Homo sapiens	2	-	228189957	228191614
80704	23530	SLC19A3	Homo sapiens	2	-	228258169	228290988
729968	89828	LOC729968	Homo sapiens	2	-	228301283	228319219
6364	3375	CCL20	Homo sapiens	2	+	228386813	228390493
164781	32687	WDR69	Homo sapiens	2	+	228444570	228497269
80309	18172	SKIP	Homo sapiens	2	-	228552918	228754585
55022	9924	PID1	Homo sapiens	2	-	229596933	229844224
92737	26722	DNER	Homo sapiens	2	-	229930591	230287517
9320	44226	TRIP12	Homo sapiens	2	-	230340173	230494898
130888	11927	FBXO36	Homo sapiens	2	+	230495457	230584169
151473	34318	SLC16A14	Homo sapiens	2	-	230607941	230641862
3431	82192	SP110	Homo sapiens	2	-	230741895	230792931
11262	56031	SP140	Homo sapiens	2	+	230798689	230886173
729879	89986	LOC729879	Homo sapiens	2	-	230983658	230985487
6672	86761	SP100	Homo sapiens	2	+	230989224	231089485
51719	69212	CAB39	Homo sapiens	2	+	231285908	231394030
645870	90748	LOC645870	Homo sapiens	2	-	231297701	231298709
81618	11186	ITM2C	Homo sapiens	2	+	231437864	231452206
9290	36184	GPR55	Homo sapiens	2	-	231480276	231498184
257407	54780	LOC257407	Homo sapiens	2	+	231610524	231623303
5707	2100	PSMD1	Homo sapiens	2	+	231629852	231745716
3357	55492	HTR2B	Homo sapiens	2	-	231681198	231698067
80210	11847	ARMC9	Homo sapiens	2	+	231771622	231918156
645899	68150	LOC645899	Homo sapiens	2	+	231829017	231829440
93010	17049	B3GNT7	Homo sapiens	2	+	231968578	231971927
4691	21821	NCL	Homo sapiens	2	-	232027702	232037448
151477	89230	C2orf52	Homo sapiens	2	-	232081380	232087293
10316	68501	NMUR1	Homo sapiens	2	-	232096115	232103451
165100	51874	C2orf57	Homo sapiens	2	+	232165855	232167237
5757	99714	PTMA	Homo sapiens	2	+	232281479	232286492
5147	1954	PDE6D	Homo sapiens	2	-	232305390	232354217
64708	8068	COPS7B	Homo sapiens	2	+	232359405	232381677
4880	7867	NPPC	Homo sapiens	2	-	232498378	232499202
250	55592	ALPP	Homo sapiens	2	+	232951591	232955842
251	55592	ALPPL2	Homo sapiens	2	+	232979796	232983660
248	79555	ALPI	Homo sapiens	2	+	233029108	233032983
9427	3549	ECEL1	Homo sapiens	2	-	233052780	233060774
646960	79885	LOC646960	Homo sapiens	2	+	233093416	233098459
1144	37340	CHRND	Homo sapiens	2	+	233099165	233108448
1146	3810	CHRNG	Homo sapiens	2	+	233112680	233119281
200765	44936	TIGD1	Homo sapiens	2	-	233121022	233123469
9470	31268	EIF4E2	Homo sapiens	2	+	233123600	233142163
80303	41618	EFHD1	Homo sapiens	2	+	233206567	233255729
730080	89872	LOC730080	Homo sapiens	2	-	233270254	233270943
26058	41048	TNRC15	Homo sapiens	2	+	233270284	233431561
3769	55638	KCNJ13	Homo sapiens	2	-	233339417	233349518
389084	19210	UNQ830	Homo sapiens	2	+	233443237	233449350
25791	75120	NGEF	Homo sapiens	2	-	233451654	233586181
4759	3927	NEU2	Homo sapiens	2	+	233605625	233608010
3635	4046	INPP5D	Homo sapiens	2	+	233734414	233781287
55054	41786	ATG16L1	Homo sapiens	2	+	233825038	233869053
6295	455	SAG	Homo sapiens	2	+	233881231	233920439
8527	100054	DGKD	Homo sapiens	2	+	233927891	234045481
55230	32400	USP40	Homo sapiens	2	-	234050776	234134607
54576	80236	UGT1A8	Homo sapiens	2	+	234191029	234346683
54575	80236	UGT1A10	Homo sapiens	2	+	234209861	234346689
54600	80236	UGT1A9	Homo sapiens	2	+	234245282	234346689
54577	80236	UGT1A7	Homo sapiens	2	+	234255322	234346683
54578	85959	UGT1A6	Homo sapiens	2	+	234265059	234346683
54579	88861	UGT1A5	Homo sapiens	2	+	234286376	234346683
54657	88621	UGT1A4	Homo sapiens	2	+	234292176	234346683
54659	88824	UGT1A3	Homo sapiens	2	+	234302511	234346683
